,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,11,ヴァンクルタテヤマ,牡6,56,赤木高太,1:22.0,,22.6,7,432(-8),[西] 安田伊佐
1,2,8,12,ワイルドワンダー,牡6,57,岩田康誠,1:22.2,1,1.7,1,454(-4),[東] 久保田貴
2,3,5,7,サンライズバッカス,牡6,58,佐藤哲三,1:22.3,3/4,8.9,4,488(+2),[西] 音無秀孝
3,4,6,8,バンブーエール,牡5,56,浜中俊,1:22.5,1,84.9,11,480(+16),[西] 安達昭夫
4,5,2,2,シルクビッグタイム,牡3,53,福永祐一,1:22.5,クビ,7.8,3,492(0),[東] 久保田貴
5,6,8,13,リミットレスビッド,牡9,58,内田博幸,1:22.5,ハナ,18.9,6,510(+12),[西] 加用正
6,7,7,10,ビッグカポネ,牡5,56,芹沢純一,1:22.6,1/2,30.2,8,456(0),[西] 中尾正
7,8,4,5,ラインドライブ,セ5,56,鮫島良太,1:22.6,ハナ,38.3,9,470(-6),[東] 久保田貴
8,9,3,3,ゼンノパルテノン,牡6,56,武豊,1:22.7,1/2,5.7,2,522(-8),[西] 松永昌博
9,10,6,9,メイショウシャフト,牡5,56,石橋守,1:23.4,4,150.2,13,522(0),[西] 高橋成忠
10,11,5,6,スリーアベニュー,牡6,56,河北通,1:24.1,4,74.4,10,504(0),[西] 小野幸治
11,12,1,1,ワーキングボーイ,牡5,56,田村太雅,1:24.1,クビ,147.1,12,500(-8),[西] 中尾正
12,13,4,4,マイネルレーニア,牡4,56,幸英明,1:24.8,4,17.0,5,512(-2),[西] 西園正都
