,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ディープスカイ,牡3,57,四位洋文,2:26.7,,3.6,1,514(+6),[西] 昆貢
1,2,4,7,スマイルジャック,牡3,57,小牧太,2:26.9,1.1/2,49.2,12,472(0),[東] 小桧山悟
2,3,2,3,ブラックシェル,牡3,57,武豊,2:27.0,3/4,12.0,6,526(0),[西] 松田国英
3,4,5,9,マイネルチャールズ,牡3,57,松岡正海,2:27.1,クビ,6.1,2,454(+4),[東] 稲葉隆一
4,5,5,10,レインボーペガサス,牡3,57,安藤勝己,2:27.1,クビ,9.5,5,484(+4),[西] 鮫島一歩
5,6,8,18,クリスタルウイング,牡3,57,内田博幸,2:27.3,1.1/4,19.8,9,484(-2),[東] 藤沢和雄
6,7,4,8,アドマイヤコマンド,牡3,57,川田将雅,2:27.4,1/2,8.6,4,468(-2),[西] 橋田満
7,8,7,15,フローテーション,牡3,57,藤岡佑介,2:27.5,1/2,89.8,15,480(-2),[西] 橋口弘次
8,9,7,13,ベンチャーナイン,牡3,57,武士沢友,2:27.8,2,66.0,13,478(0),[東] 小桧山悟
9,10,3,5,アグネススターチ,牡3,57,赤木高太,2:27.9,3/4,86.9,14,462(-4),[西] 大根田裕
10,11,2,4,タケミカヅチ,牡3,57,柴田善臣,2:28.0,クビ,13.2,7,498(0),[東] 大江原哲
11,12,8,17,ショウナンアルバ,牡3,57,蛯名正義,2:28.2,1.1/2,19.6,8,486(+4),[東] 二ノ宮敬
12,13,6,11,レッツゴーキリシマ,牡3,57,幸英明,2:28.3,1/2,115.3,16,452(-4),[西] 梅田康雄
13,14,6,12,サブジェクト,牡3,57,吉田豊,2:28.5,1.1/4,133.2,17,454(0),[西] 池江泰郎
14,15,7,14,エーシンフォワード,牡3,57,和田竜二,2:28.5,アタマ,179.5,18,472(0),[西] 西園正都
15,16,3,6,モンテクリスエス,牡3,57,福永祐一,2:28.5,クビ,25.7,10,522(-10),[西] 松田国英
16,17,8,16,メイショウクオリア,牡3,57,岩田康誠,2:28.6,1/2,41.1,11,450(-6),[西] 西橋豊治
17,18,1,2,サクセスブロッケン,牡3,57,横山典弘,2:28.9,1.3/4,8.3,3,502(-10),[西] 藤原英昭
