,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,シルバーコンパス,牝5,54,山崎雅由,1:26.9,,5.1,2,520(-3),[地] 那俄性哲
1,2,5,5,ノーザンバローズ,セ7,56,永森大智,1:27.2,1.1/2,1.6,1,496(-1),[地] 雑賀正光
2,3,8,12,タルトフリュイ,牝5,54,赤岡修次,1:27.4,1,24.6,7,446(-6),[地] 工藤真司
3,4,5,6,ドラゴンチャンプ,牡8,56,西森将司,1:27.5,1/2,32.3,8,490(0),[地] 細川忠義
4,5,7,9,ダイコウホウ,牡7,56,佐原秀泰,1:27.5,ハナ,8.0,3,448(-2),[地] 那俄性哲
5,6,2,2,ストロングハピネス,牡6,56,郷間勇太,1:28.1,3,10.4,4,448(-3),[地] 田中譲二
6,7,4,4,アワオーラ,セ7,53,多田羅誠,1:28.2,クビ,14.0,5,511(-3),[地] 工藤真司
7,8,6,8,コスモウインド,牡7,55,木村直輝,1:28.2,クビ,235.4,11,494(-6),[地] 田中守
8,9,8,11,クーファサンピラー,牝3,54,岡村卓弥,1:28.6,2,15.9,6,437(0),[地] 雑賀正光
9,10,3,3,オールラウンド,牡8,52,濱尚美,1:29.1,2.1/2,47.9,9,483(-3),[地] 別府真司
10,11,6,7,ダイワプロシード,牝9,54,嬉勝則,1:29.4,1.1/2,302.1,12,462(+3),[地] 那俄性哲
11,12,7,10,クロコダイルロック,牡6,56,上田将司,1:29.5,1/2,136.8,10,466(-2),[地] 宮路洋一
