,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ウインドミネーター,牡4,57,岩田康誠,1:52.8,,4.4,2,498(+2),[西] 石坂正
1,2,8,14,トミケンヒーロー,牡3,55,川田将雅,1:53.1,1.3/4,2.3,1,516(-2),[西] 領家政蔵
2,3,4,5,タイムズアロー,牡3,53,国分優作,1:53.1,アタマ,7.5,4,464(0),[西] 松田博資
3,4,5,7,テイエムドンマイ,牡3,55,幸英明,1:53.1,クビ,7.2,3,500(0),[西] 福島信晴
4,5,6,9,ナムラブレット,牡5,56,国分恭介,1:53.2,クビ,33.7,7,452(+2),[西] 野村彰彦
5,6,4,6,ヒカリコーズウェー,セ6,57,赤木高太,1:53.4,1.1/2,42.1,10,524(+8),[西] 谷潔
6,7,8,13,エーシングレーソロ,牡6,56,川須栄彦,1:53.5,クビ,40.2,9,512(+10),[西] 松永昌博
7,8,7,12,マルタカタキオン,牡8,57,佐久間寛,1:53.9,2.1/2,156.7,13,506(+10),[西] 鹿戸明
8,9,6,10,ナリタシルクロード,牡4,57,和田竜二,1:54.2,2,9.0,5,514(+6),[西] 崎山博樹
9,10,1,1,ローレルカンタータ,牡5,54,横山和生,1:54.3,1/2,34.2,8,512(0),[東] 勢司和浩
10,11,3,4,キクノセンヒメ,牝5,55,浜中俊,1:54.4,3/4,68.6,11,466(0),[西] 荒川義之
11,12,3,3,シークレバー,牡6,57,太宰啓介,1:54.7,1.3/4,303.1,14,482(+2),[西] 野村彰彦
12,13,5,8,ワンダープリマ,牝5,55,渡辺薫彦,1:54.9,3/4,92.3,12,454(-2),[西] 佐藤正雄
13,14,7,11,ローレルレヴァータ,セ4,57,岡部誠,1:55.9,6,13.1,6,468(+4),[西] 加用正
