,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,オーキッドテソーロ,牝4,54,大山真吾,1:17.0,,9.8,5,444(+1),[地] 渡瀬寛彰
1,2,3,3,プレミアムフライト,牝6,54,永井孝典,1:17.2,1,21.4,6,481(-7),[地] 田村彰啓
2,3,6,7,ビナゼウス,牡4,56,松木大地,1:17.5,2,7.8,4,425(0),[地] 木村健
3,4,5,5,トキノケリー,牝5,54,杉浦健太,1:17.5,ハナ,24.7,8,425(0),[地] 北野真弘
4,5,6,8,トウケイサミドリ,牝5,54,井上幹太,1:17.8,2,4.7,2,463(0),[地] 有馬澄男
5,6,8,12,ヴァーゲンザイル,セ12,56,大柿一真,1:18.3,3,141.0,11,451(0),[地] 山口浩幸
6,7,7,9,フェニアンサイクル,牝4,54,川原正一,1:19.0,4,2.0,1,422(+3),[地] 柏原誠路
7,8,8,11,バトルグランドリイ,牝7,54,田村直也,1:19.4,2.1/2,355.0,12,443(+1),[地] 南弘樹
8,9,4,4,マグレブ,セ7,53,木本直,1:19.5,クビ,32.5,9,460(-3),[地] 三宅直之
9,10,5,6,エイシンオルデン,牝4,54,寺地誠一,1:20.0,3,22.6,7,470(0),[地] 黒田隆男
10,11,7,10,リベランジェロ,牡7,56,吉村智洋,1:21.6,10,6.6,3,527(+22),[地] 森澤友貴
11,12,1,1,ウインブルーローズ,牡8,56,小谷周平,1:22.1,3,88.2,10,490(0),[地] 溝橋利喜
