,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,ハワイアンクリーク,牝5,52,佐藤祐樹,1:42.0,,---,1,495(-6),[地] 波多野高
1,2,4,4,マキバスナイパー,牡4,56,左海誠二,1:42.4,2,---,2,498(+2),[地] 北川亮
2,3,3,3,ツルマイボブ,牡5,54,大友勝利,1:42.6,1,---,3,482(-8),[地] 川勝貫次
3,4,7,10,マキバスパイラル,牝5,52,湯浅淳一,1:43.0,2,---,4,457(-7),[地] 林正人
4,5,5,5,ステラスモデル,牝5,52,野口正宏,1:43.2,1,---,10,469(-4),[地] 岡島茂
5,6,7,9,ウメノハルオー,牡5,54,佐藤正人,1:43.4,1,---,6,453(+4),[地] 江川秀三
6,7,8,11,イソノアスワン,牝5,52,石井勝男,1:43.5,1/2,---,7,481(+7),[地] 須永和良
7,8,1,1,ダイジュワールド,牡5,54,山中尊徳,1:44.0,2.1/2,---,9,432(-2),[地] 小桧山悦
8,9,2,2,ダイヤリンデン,牝8,52,矢野義幸,1:44.0,クビ,---,12,442(-2),[地] 粕谷清隆
9,10,5,6,フジケンタカネ,牝5,54,桑島孝春,1:44.1,クビ,---,11,435(+2),[地] 川村昭男
10,11,6,8,シャコーサンデー,牡6,54,柿本政男,1:44.9,4,---,8,480(-1),[地] 柿本政義
11,12,6,7,ミスターイチユウ,牡5,54,秋田実,1:45.3,2,---,5,436(-2),[地] 山浦武
