,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,12,スコペルタ,牡5,57,繁田健一,1:42.9,,7.9,4,468(+1),[地] 佐藤賢二
1,2,4,6,ノースカルロス,牡5,57,左海誠二,1:43.1,3/4,3.3,1,475(+5),[地] 林正人
2,3,5,8,アサヤケ,牡5,57,本橋孝太,1:43.6,2.1/2,31.3,8,567(-1),[地] 石井勝男
3,4,8,14,ブラックサンダー,牡8,55,楢崎功祐,1:43.9,1.3/4,68.6,9,502(-8),[地] 沢佳宏
4,5,3,5,バーンザワールド,牡5,57,森泰斗,1:43.9,アタマ,4.0,3,466(+5),[地] 加藤誠一
5,6,6,11,キットピーク,牡5,57,有年淳,1:44.0,クビ,216.4,14,494(-2),[地] 宮浦正行
6,7,5,9,ハイパーチャージ,セ6,57,笹川翼,1:44.1,3/4,3.6,2,480(-9),[地] 出川克己
7,8,6,10,カシマリュウジン,牡9,54,瀬川将輝,1:44.2,クビ,140.1,11,493(-1),[地] 沢佳宏
8,9,8,15,インフォーマー,牡5,57,酒井忍,1:44.3,3/4,25.5,7,517(-4),[地] 深野塁
9,10,7,13,トーセンサミット,牡7,57,的場文男,1:44.4,クビ,12.6,6,497(+3),[地] 小久保智
10,11,1,1,サチノシェーバー,牡8,57,西村栄喜,1:44.7,1.3/4,166.5,13,479(-3),[地] 矢野義幸
11,12,2,3,フジノフェアリー,牡8,57,柏木健宏,1:45.1,2,119.5,10,492(0),[地] 渡辺和雄
12,13,4,7,ブリージーストーム,牡5,57,中野省吾,1:45.5,2,9.2,5,532(-3),[地] 荒山勝徳
13,14,2,2,クレバーサンデー,牡9,57,小林拓未,1:45.5,クビ,343.0,15,514(+5),[地] 香取和孝
14,15,3,4,アロマベール,牡4,55,沢田龍哉,1:46.5,5,148.7,12,452(+4),[地] 藤田輝信
