,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,チヨノドラゴン,牝7,54,中川雅之,1:12.7,,2.7,1.0,463(-7),[地] 高橋三郎
1,2,5,10,ヤサカファイン,牡4,56,山田信大,1:13.1,2.1/2,4.6,3.0,491(+5),[地] 鷹見浩
2,3,8,15,ケイアイスパイダー,牝6,54,戸崎圭太,1:13.4,1.1/2,6.8,4.0,477(-4),[地] 佐宗応和
3,4,7,14,エーピーゴンタ,牡8,54,菅原勲,1:13.4,クビ,44.1,8.0,483(-1),[地] 小野寺晋
4,5,4,8,ウインハンズダウン,牡6,54,張田京,1:13.4,アタマ,13.6,7.0,463(+1),[地] 村上頼章
5,6,2,4,フジマサメモリー,牡5,54,真島大輔,1:13.5,クビ,12.9,6.0,460(+5),[地] 杉山康史
6,7,7,13,ランフォザバローズ,セ8,54,酒井忍,1:13.8,1.3/4,52.5,9.0,459(-2),[地] 太田進
7,8,2,3,タケノトレジャー,牡7,56,繁田健一,1:13.9,クビ,84.3,13.0,520(-1),[地] 辻野豊
8,9,8,16,ネガイヲコメテ,セ7,54,佐藤博紀,1:14.3,2,56.1,10.0,473(+6),[地] 鷹見浩
9,10,3,5,モエレソーブラッズ,牡7,56,金子正彦,1:14.4,3/4,96.1,14.0,512(-3),[地] 高橋三郎
10,11,1,2,ロイヤルスパーク,牡6,54,町田直希,1:14.7,1.1/2,71.7,11.0,465(-2),[地] 三坂盛雄
11,12,6,11,ブラウンアマゾン,牝5,52,的場文男,1:14.7,ハナ,11.1,5.0,464(+2),[地] 阪本一栄
12,13,3,6,アトラスシーダー,牡5,54,水野貴史,1:14.7,クビ,3.9,2.0,497(+2),[地] 荒井朋弘
13,14,6,12,ニジノムコウ,牝5,52,早田秀治,1:15.2,2.1/2,82.7,12.0,479(+3),[地] 高橋三郎
14,15,1,1,マセラティスタ,牡6,54,山崎誠士,1:15.7,2.1/2,204.5,15.0,526(0),[地] 荒井朋弘
15,取,4,7,コマシンビクトリー,牡6,54,柏木健宏,,,---,,計不,[地] 佐々木洋
