,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,サプライズゲスト,牡4,56,戸崎圭太,1:41.5,,1.4,1,483(+18),[地] 川島正行
1,2,2,2,クリムゾンクエスト,牝5,50,小杉亮,1:42.2,4,6.7,2,442(+1),[地] 岡林光浩
2,3,3,3,シツジツゴウケン,牡4,54,石崎隆之,1:42.3,クビ,13.6,5,493(-2),[地] 内田勝義
3,4,1,1,スーパーパワー,牡5,56,町田直希,1:42.3,クビ,9.8,4,541(+6),[地] 佐々木仁
4,5,4,4,エアキャネル,牡4,54,張田京,1:42.8,2.1/2,14.5,6,517(0),[地] 岡林光浩
5,6,6,9,ベルモントプラズマ,牡6,54,脇田創,1:43.1,1.1/2,7.0,3,499(+12),[地] 出川克己
6,7,4,5,メイプルウィリング,牝4,52,左海誠二,1:43.5,2,32.6,7,476(+5),[地] 林正人
7,8,7,11,スパイシー,牝7,52,田中力,1:43.7,1,65.2,9,461(+5),[地] 佐藤賢二
8,9,5,7,レッドナイト,牡5,54,江川伸幸,1:43.8,クビ,100.3,11,423(0),[地] 宮下貴明
9,10,7,10,スガノゴールド,牡5,54,森泰斗,1:44.8,5,50.4,8,473(+3),[地] 川村昭男
10,11,5,6,パッションマリー,牝9,54,繁田健一,1:45.1,1.1/2,325.8,13,496(+8),[地] 佐々木功
11,12,6,8,コーニングストーン,牝5,52,今野忠成,1:45.2,3/4,91.3,10,491(+2),[地] 池田孝
12,13,8,13,エンドスルー,牝4,52,水野貴史,1:45.8,3,190.1,12,463(-6),[地] 池田孝
