,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,コスモクウェンチ,牡4,56,宮川実,1:22.3,,2.0,1,484(-4),[地] 打越勇児
1,2,6,6,ストロベリーボス,牡6,56,山崎雅由,1:23.6,6,13.5,6,494(+2),[地] 那俄性哲
2,3,6,7,コスモマツカゼ,牡4,56,妹尾浩一,1:23.6,クビ,11.4,4,507(-4),[地] 打越勇児
3,4,4,4,スタンドアウト,牡7,56,赤岡修次,1:23.9,1.1/2,3.4,2,459(+6),[地] 田中守
4,5,8,11,エイシンドルチェ,牝7,54,岡村卓弥,1:24.3,2,151.2,7,462(0),[地] 胡本友晴
5,6,7,8,コスモディライト,牡4,56,林謙佑,1:25.3,5,12.0,5,438(-1),[地] 炭田健二
6,7,1,1,メイソ,牡4,55,別府真衣,1:25.3,アタマ,444.9,11,470(-1),[地] 細川忠義
7,8,5,5,アシュランス,牝4,54,佐原秀泰,1:25.5,1,191.2,8,428(-1),[地] 宮川浩一
8,9,2,2,エリモアラルマ,牡12,56,上田将司,1:25.8,1.1/2,206.5,9,506(+2),[地] 国澤輝幸
9,10,8,10,サーストンヒーロー,牡4,56,西川敏弘,1:26.0,1,4.9,3,503(+2),[地] 松木啓助
10,中,7,9,サクラシェンロン,牡8,55,松木大地,,,392.1,10,527(+8),[地] 松木啓助
