,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,ナリタカービン,牡2,55,角田晃一,1:54.8,,2.6,1,498(-2),[西] 飯田雄三
1,2,7,9,ケイアイゲンブ,牡2,55,岩田康誠,1:55.4,3.1/2,3.5,3,472(-4),[西] 大久保龍
2,3,5,6,シルクフォーチュン,牡2,55,田島裕和,1:55.6,1.1/4,7.7,4,452(0),[西] 藤沢則雄
3,4,4,4,ハードイチオー,牡2,54,浜中俊,1:56.0,2.1/2,58.0,8,464(-6),[西] 福永甲
4,5,2,2,ダンツフロント,牡2,55,藤岡佑介,1:56.2,1.1/2,3.4,2,524(+6),[西] 本田優
5,6,1,1,シャイニーコート,牡2,55,和田竜二,1:56.7,3,19.4,5,470(-8),[西] 中尾正
6,7,8,11,ニシノゲルニカ,牝2,54,小牧太,1:56.8,3/4,38.2,6,454(-20),[西] 中竹和也
7,8,6,7,ウォリナーイモン,牡2,55,太宰啓介,1:57.4,3.1/2,70.5,9,480(-2),[西] 柴田光陽
8,9,6,8,タガノパルファン,牡2,55,石橋守,1:57.6,3/4,39.9,7,512(+4),[西] 河内洋
9,10,8,12,メイショウワザアリ,牡2,55,渡辺薫彦,1:57.7,1/2,125.0,11,428(+2),[西] 西橋豊治
10,11,7,10,シゲルハカセヤマ,牝2,54,福永祐一,1:57.8,1/2,125.4,12,410(-2),[西] 服部利之
11,12,5,5,リバーマーキュリー,牡2,53,田中克典,1:58.2,2.1/2,123.2,10,452(-10),[西] 須貝彦三
