,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,アポロダーウィン,牡5,56,山崎雅由,1:45.6,,6.8,5,508(+3),[地] 国澤輝幸
1,2,3,3,ヒミノブルー,牡6,56,妹尾浩一,1:46.7,5,4.7,2,527(+8),[地] 打越勇児
2,3,5,5,サノサマー,牡8,56,佐原秀泰,1:47.4,3,22.5,8,471(-6),[地] 那俄性哲
3,4,4,4,ジューンハルジオン,牝6,54,塚本雄大,1:47.5,クビ,5.6,4,464(-1),[地] 目迫大輔
4,5,8,11,サノノカガヤキ,牡9,56,上田将司,1:47.6,1/2,10.8,6,508(-3),[地] 那俄性哲
5,6,6,7,ヒガシリシャール,牡9,56,郷間勇太,1:47.8,1,3.4,1,487(+1),[地] 田中守
6,7,2,2,ロマンチスト,牡9,56,石本純也,1:49.2,7,61.3,10,560(+3),[地] 那俄性哲
7,8,7,8,トーセンジャック,牡4,56,林謙佑,1:49.4,1,20.4,7,520(+5),[地] 田中譲二
8,9,8,10,ケイアイマボラ,牡5,56,畑中信司,1:49.6,3/4,29.1,9,476(0),[地] 宮路洋一
9,10,7,9,キングワールド,牡5,56,多田羅誠,1:49.8,1,5.2,3,470(-9),[地] 工藤真司
10,11,6,6,ロビンズソング,セ7,56,木村直輝,1:51.4,8,276.4,11,513(-3),[地] 宗石大
