,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,16,フサイチピージェイ,牡4,57.5,安藤勝己,1:49.5,,2.2,1,478(-4),[西] 池江泰寿
1,2,8,15,グランプリサクセス,牡5,55.0,小牧太,1:50.0,3,14.3,5,466(+4),[西] 小崎憲
2,3,5,9,ケアレスウィスパー,牝5,54.0,金折知則,1:50.0,クビ,21.7,7,466(0),[西] 松元茂樹
3,4,7,14,プロヴィナージュ,牝4,55.0,ルメール,1:50.2,1.1/4,7.8,4,522(+4),[東] 小島茂之
4,5,2,4,フォーティファイド,牡4,57.5,武豊,1:50.4,1,4.5,2,504(-6),[西] 石坂正
5,6,3,6,ツルマルビビッド,牡5,54.0,和田竜二,1:50.6,1.1/4,104.7,13,482(0),[西] 坂口正則
6,7,4,8,エターナルスマイル,牡7,55.0,藤岡佑介,1:50.6,クビ,83.1,11,500(+6),[東] 斎藤誠
7,8,2,3,セフティーローレル,セ8,53.0,松山弘平,1:50.6,アタマ,226.4,15,472(+6),[西] 小野幸治
8,9,7,13,タートルベイ,牡4,55.0,秋山真一,1:50.7,1/2,89.3,12,494(-2),[西] 田島良保
9,10,5,10,ブライアンズエッセ,牡6,54.0,横山典弘,1:50.8,1/2,46.8,10,512(+10),[西] 平田修
10,11,6,11,メイショウアサガオ,牝4,53.0,北村宏司,1:50.8,クビ,20.7,6,450(-4),[西] 安達昭夫
11,12,3,5,ソラメンテウナベス,牡4,55.0,池添謙一,1:50.8,アタマ,37.8,8,502(-4),[西] 友道康夫
12,13,1,1,マイエンブレム,牡4,56.0,スミヨン,1:51.4,3.1/2,5.9,3,522(+10),[西] 笹田和秀
13,14,1,2,ストラディヴァリオ,牡6,54.0,熊沢重文,1:51.7,1.3/4,262.1,16,532(0),[東] 伊藤大士
14,15,6,12,テンザンコノハナ,牝5,51.0,田中克典,1:51.8,クビ,152.3,14,482(0),[西] 松永昌博
15,16,4,7,メイショウゲンスイ,牡5,56.0,四位洋文,1:53.0,7,43.9,9,522(+2),[西] 白井寿昭
