,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,スルーザワールド,牡4,57,岡部幸雄,1:45.8,,1.8,1,502(+2),[東] 藤沢和雄
1,2,3,3,コアレスタイム,牡4,57,武士沢友,1:45.9,クビ,6.4,2,426(-2),[東] 内藤一雄
2,3,7,10,リンガスロバリー,牡4,57,四位洋文,1:46.3,2.1/2,9.3,4,490(-2),[東] 谷原義明
3,4,6,9,ライオントレジャー,牡4,57,松永幹夫,1:46.4,1/2,17.5,6,460(-10),[西] 大根田裕
4,5,7,11,オーガスタシチー,牡4,57,中舘英二,1:46.4,アタマ,6.5,3,468(+6),[東] 成島英春
5,6,1,1,アルファサクセス,牡4,57,藤田伸二,1:46.5,3/4,79.1,10,486(+10),[東] 小西一男
6,7,6,8,ネットオークション,牝4,55,横山典弘,1:46.6,1/2,24.7,8,466(0),[東] 杉浦宏昭
7,8,4,4,タイキマスカレード,牡4,57,蛯名正義,1:47.8,7,23.6,7,492(+12),[西] 伊藤雄二
8,9,4,5,メイプルスプリング,牝3,52,川島信二,1:47.8,クビ,34.8,9,482(-6),[西] 土門一美
9,10,5,6,ロードアイランド,牡6,56,鈴来直人,1:48.1,2,198.2,13,486(-4),[東] 田中清隆
10,11,8,13,サンエムプラス,牡3,54,竹之下智,1:48.8,4,16.5,5,518(0),[西] 松田正弘
11,12,5,7,イーストフォンテン,牡3,54,岩部純二,1:49.5,4,79.7,11,466(-12),[東] 山田要一
12,13,8,12,シゲルタイクーン,牡4,57,小原義之,1:49.7,1,183.6,12,496(+2),[西] 小野幸治
