,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,シゲルオオカミザ,牡6,57,本橋孝太,1:45.7,,5.5,3,485(+7),[地] 鈴木義久
1,2,6,7,マサニオニカゲ,牡3,50,保園翔也,1:45.9,1,5.4,2,502(-3),[地] 山越光
2,3,8,12,ドリームエルダー,牡5,55,見沢譲治,1:46.1,1,7.1,4,486(-6),[地] 飯田幸雄
3,4,3,3,デルマチョウスケ,牡4,55,山崎誠士,1:46.1,クビ,1.7,1,468(+1),[地] 山崎裕也
4,5,1,1,ゴールドスガ,牡8,57,瀧川寿希,1:46.4,1.1/2,35.6,6,446(-9),[地] 秋山重美
5,6,6,8,テンエイヒーロー,牡7,57,酒井忍,1:46.8,2,40.1,7,418(-5),[地] 宇野木数
6,7,5,6,パンパカパーティ,牡5,55,山口達弥,1:47.6,4,69.7,8,468(-1),[地] 小久保智
7,8,7,10,ビッグショット,牡8,57,中野省吾,1:47.8,1,13.0,5,513(+4),[地] 山中尊徳
8,9,8,11,カラーレストパーズ,牡9,57,張田昂,1:48.2,2,103.6,9,426(-10),[地] 小久保智
9,10,5,5,ヴァリアントアロー,牡4,55,西村栄喜,1:49.3,5,178.5,11,495(-4),[地] 波多野健
10,11,4,4,アイディアバイオ,牝5,53,坂井英光,1:49.9,3,107.8,10,454(-2),[地] 山崎尋美
11,12,7,9,クレバーアポロ,牡7,57,折笠豊和,1:50.5,3,199.3,12,487(+5),[地] 吉田正美
