,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,8,セトノプロミス,牡7,57,西川敏弘,2:04.9,,2.7,2,511(-5),[地] 松木啓助
1,2,2,2,カイロス,牡7,57,佐原秀泰,2:06.0,5,8.4,3,524(+5),[地] 那俄性哲
2,3,4,4,マルマロス,牡7,57,永森大智,2:06.0,アタマ,2.1,1,531(0),[地] 雑賀正光
3,4,8,10,クレスタラン,セ5,57,宮川実,2:06.2,3/4,15.9,6,527(-2),[地] 打越勇児
4,5,1,1,メイショウソレイユ,牡7,57,赤岡修次,2:06.3,1/2,10.0,4,474(+8),[地] 田中守
5,6,3,3,ヴォルケンクラッツ,牡6,57,下原理,2:06.5,1,29.7,7,539(-1),[地] 雑賀正光
6,7,8,9,リワードレブロン,牡9,57,岡村卓弥,2:07.8,6,15.6,5,497(0),[地] 雑賀正光
7,8,6,6,サチノシェーバー,牡9,57,松木大地,2:08.3,2.1/2,39.0,8,498(+1),[地] 雑賀正光
8,9,5,5,セイヴァイタル,牡4,57,妹尾浩一,2:08.8,2.1/2,86.7,9,494(+10),[地] 打越勇児
9,10,7,7,ジョージジョージ,牡7,57,上田将司,2:09.8,5,109.9,10,489(+5),[地] 別府真司
