,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,12,ナムラシンウチ,牡7,56,嬉勝則,1:25.1,,8.2,2,525(+3),[地] 田中譲二
1,2,4,4,キラーマウンテン,牡3,56,宮川実,1:25.7,3,1.0,1,514(-4),[地] 打越勇児
2,3,7,10,ミッキーフォンテン,牝5,54,倉兼育康,1:26.5,4,15.0,3,418(-3),[地] 宮路洋一
3,4,8,11,グランチーノ,牝4,54,山崎雅由,1:26.5,アタマ,146.1,7,445(-2),[地] 田中伸一
4,5,7,9,アイオーン,セ4,53,岡遼太郎,1:26.9,2,26.5,5,489(-4),[地] 中西達也
5,6,2,2,グリムカレッジ,牡3,56,岡村卓弥,1:27.2,1.1/2,293.9,9,436(+3),[地] 胡本友晴
6,7,1,1,モンストロ,牡4,56,妹尾浩一,1:28.1,4,327.8,10,470(-4),[地] 西山裕貴
7,8,6,7,トーセンポエム,牡4,56,西川敏弘,1:28.3,1,31.4,6,503(-2),[地] 大関吉明
8,9,6,8,ルナフラッシュ,牝5,54,石本純也,1:28.7,2,381.7,12,437(-12),[地] 宗石大
9,10,5,5,リンノペルフェット,牡3,56,郷間勇太,1:29.7,5,22.9,4,510(+15),[地] 西山裕貴
10,11,5,6,アンサンブルライフ,牡8,56,塚本雄大,1:30.4,3,158.8,8,470(-10),[地] 別府真司
11,12,3,3,ジュビラント,牡6,56,西森将司,1:30.8,2,340.9,11,454(-5),[地] 田中譲二
