,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,4,カネトシスマイル,牝3,54,吉田稔,2:02.5,,28.0,8,500(+6),[西] 鮫島一歩
1,2,3,6,マースエンペラー,牡3,56,池添謙一,2:02.5,ハナ,5.9,4,502(-10),[西] 藤岡健一
2,3,1,1,セイカアルテナ,牝3,54,福永祐一,2:02.5,アタマ,5.1,2,398(0),[西] 田中章博
3,4,7,13,メイショウトウコン,牡3,56,安田康彦,2:02.5,アタマ,5.7,3,444(+12),[西] 安田伊佐
4,5,6,12,エスペランサワン,牡3,56,和田竜二,2:02.6,クビ,35.0,10,504(-4),[西] 野村彰彦
5,6,1,2,キセキダイオー,牡3,56,本田優,2:02.7,1/2,94.1,12,454(+2),[西] 昆貢
6,7,4,8,キタサンブシドウ,牡3,56,内田博幸,2:02.9,1.1/4,11.5,5,484(+2),[西] 湯浅三郎
7,8,3,5,コスモキャプテン,牡3,56,石橋守,2:03.2,1.3/4,43.1,11,460(+4),[西] 河内洋
8,9,2,3,プレミアシュミット,牡3,56,安部幸夫,2:03.2,クビ,119.7,16,468(+2),[西] 大根田裕
9,10,5,9,ダンツドリーマー,牝3,53,長谷川浩,2:03.3,1/2,258.2,17,440(-6),[西] 田所清広
10,11,4,7,サクラ,牝3,54,武豊,2:03.3,クビ,2.9,1,444(-2),[西] 音無秀孝
11,12,8,15,ウインフィエーロ,牡3,53,生野賢一,2:03.7,2.1/2,18.2,7,416(+2),[西] 浅見秀一
12,13,5,10,ヤクモポイント,牡3,56,須貝尚介,2:04.0,2,111.9,15,452(-2),[西] 須貝彦三
13,14,7,14,マイネルギャツビー,牡3,56,川島信二,2:04.1,クビ,94.1,12,474(-4),[西] 安藤正敏
14,15,8,16,ナムラエルゲルージ,牡3,56,幸英明,2:04.3,1.1/4,17.0,6,468(-2),[西] 福島信晴
15,16,6,11,アイライズキング,牡3,56,武幸四郎,2:04.3,アタマ,111.8,14,488(0),[東] 武藤善則
16,17,8,17,グラスストライド,セ3,56,秋山真一,2:04.8,3,31.1,9,442(0),[西] 増本豊
