,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,チャンピオンルパン,牡5,57,田辺裕信,1:33.0,,4.4,3,490(0),[東] 勢司和浩
1,2,2,3,ピンストライプ,牡4,57,松田大作,1:33.0,クビ,4.2,2,532(+8),[西] 中内田充
2,3,8,15,タガノカムイ,牡4,57,石橋脩,1:33.2,1.1/4,12.4,5,466(-2),[西] 中尾秀正
3,4,7,13,チョコレートバイン,牝5,55,柴山雄一,1:33.2,クビ,22.7,7,446(0),[東] 加藤征弘
4,5,4,7,メイショウメイゲツ,牝4,55,村田一誠,1:33.2,アタマ,15.8,6,452(0),[東] 小島太
5,6,7,14,ソールインパクト,牡4,57,福永祐一,1:33.3,クビ,2.9,1,488(+2),[東] 戸田博文
6,7,3,6,メイショウチギリ,牡5,57,津村明秀,1:33.5,1.1/4,12.2,4,502(+18),[西] 南井克巳
7,8,3,5,パワースラッガー,牡5,57,吉田豊,1:33.7,1.1/4,27.9,8,484(0),[東] 菊川正達
8,9,8,16,トモトモリバー,牝3,52,江田照男,1:33.7,ハナ,34.5,11,466(+8),[東] 本間忍
9,10,5,9,レオフラッパー,牝4,55,大野拓弥,1:33.7,クビ,49.8,12,468(+8),[東] 杉浦宏昭
10,11,6,11,スパーブデイ,牡5,57,吉田隼人,1:33.8,クビ,63.3,13,540(+2),[東] 堀井雅広
11,12,6,12,ロードフェリーチェ,牡4,57,田中勝春,1:34.5,4,30.1,9,446(+16),[西] 昆貢
12,13,4,8,サトノプレジデント,セ7,57,北村宏司,1:34.5,ハナ,30.5,10,506(-8),[東] 藤沢和雄
13,14,1,2,スワンボート,牡6,57,岩部純二,1:34.9,2.1/2,330.0,16,464(-2),[東] 柴田政人
14,15,1,1,キングクリチャン,牡7,57,丸山元気,1:35.1,1.1/4,111.9,14,502(-2),[東] 高市圭二
15,16,2,4,トーセンスパンキー,牡4,57,宮崎北斗,1:35.7,3.1/2,247.1,15,498(+6),[東] 菊沢隆徳
