,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,テラノハイトップ,牡8,56,竹下太,1:41.2,,41.4,5,495(+9),[地] 荒巻透
1,2,5,6,ヴァーツラフ,セ7,56,宇都英樹,1:41.3,クビ,39.4,4,489(0),[地] 原口次夫
2,3,3,3,スギノブライアン,牡4,56,吉田稔,1:41.9,3,1.2,1,521(-1),[地] 原口次夫
3,4,4,4,デルマジョン,牡6,56,丸野勝虎,1:42.1,1,50.4,7,471(0),[地] 竹之下昭
4,5,5,5,ホウライエイブル,牡4,56,岡部誠,1:42.1,クビ,2.8,2,417(+4),[地] 藤ヶ崎一
5,6,7,9,ワイティタッチ,牡6,55,山本茜,1:42.1,ハナ,44.8,6,449(0),[地] 桜井今朝
6,7,8,12,マジックポー,牡7,56,安部幸夫,1:42.2,クビ,28.3,3,471(0),[地] 今津博之
7,8,2,2,ニュースブレイク,牡8,56,山口竜一,1:43.3,5,129.0,8,454(+6),[地] 高橋俊之
8,9,7,10,ツルマルツイモツイ,セ7,56,加藤誓二,1:43.9,3,268.6,10,445(-1),[地] 藤ヶ崎一
9,10,6,8,ナイスソニック,牡7,55,阪野学,1:43.9,クビ,402.9,11,511(-3),[地] 松野勝己
10,11,6,7,ウイニングアーク,牡7,56,松戸政也,1:44.6,3,537.2,12,483(+4),[地] 安部弘一
11,12,8,11,タイショウロマン,牝6,54,竹田吉秀,1:45.9,6,230.3,9,451(-12),[地] 新山広道
