,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,5,サダムグランジュテ,牝4,55,和田竜二,1:10.2,,12.4,4.0,474(0),[西] 西園正都
1,2,2,4,サマーソング,牝5,55,松山弘平,1:10.2,クビ,42.7,8.0,472(0),[西] 飯田雄三
2,3,4,7,トキノエクセレント,牡4,57,川田将雅,1:10.3,1/2,7.2,3.0,454(-6),[東] 矢野照正
3,4,2,3,サクラインザスカイ,牡3,54,ウィリア,1:10.4,1/2,6.2,2.0,450(0),[東] 牧光二
4,5,1,2,スノードラゴン,牡4,57,渡辺薫彦,1:10.4,クビ,1.5,1.0,504(0),[東] 高木登
5,6,8,15,ナイトオブザオペラ,牝5,55,福永祐一,1:11.0,3.1/2,16.7,5.0,484(+4),[西] 藤原英昭
6,7,6,12,カリスマサンスカイ,牡4,57,藤岡康太,1:11.0,クビ,21.2,6.0,518(-2),[西] 崎山博樹
7,8,4,8,ネオシーサー,牡5,57,国分恭介,1:11.1,1/2,335.7,13.0,442(0),[西] 田島良保
8,9,7,13,ツリーズオブホープ,牡5,57,小牧太,1:11.1,クビ,127.6,11.0,464(0),[西] 坪憲章
9,10,8,16,シンコープリンス,牡5,57,幸英明,1:11.2,クビ,43.8,9.0,460(-8),[西] 湯窪幸雄
10,11,7,14,イチオカ,牡7,57,北村友一,1:11.2,クビ,115.2,10.0,524(0),[西] 境直行
11,12,6,11,ゼットサンサン,牡6,57,田中健,1:11.5,1.3/4,242.5,12.0,536(-4),[西] 山内研二
12,13,3,6,マジックモーメント,牡7,57,石橋守,1:11.6,1/2,576.8,15.0,458(-2),[東] 的場均
13,14,5,10,ベストバウト,牡5,57,佐藤哲三,1:11.8,1.1/4,32.4,7.0,504(-2),[東] 小西一男
14,15,1,1,セントエドワード,牡7,57,藤懸貴志,1:12.0,1.1/4,360.6,14.0,518(+10),[西] 小崎憲
15,取,5,9,テイクエイム,牡5,57,鮫島良太,,,---,,計不,[西] 野中賢二
