,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,10,モエレエトワール,牡7,54,小国博行,1:46.3,,37.4,11,472(-32),[地] 村上正和
1,2,2,2,ラプレ,牡4,54,服部茂史,1:46.7,2,34.4,10,476(+6),[地] 米川昇
2,3,5,7,ビーボーン,牝6,53,五十嵐冬,1:47.2,2.1/2,48.3,12,506(+8),[地] 桑原義光
3,4,5,6,アドミラルサンダー,牡7,55,坂下秀樹,1:47.5,1.1/2,28.5,8,512(-5),[地] 原孝明
4,5,8,13,サクラハーン,牡10,56,川島洋人,1:48.0,2.1/2,32.0,9,510(-4),[地] 石本孝博
5,6,6,9,アーペレーヌ,牝6,53,桜井拓章,1:48.1,1/2,74.3,13,478(+8),[地] 米川昇
6,7,8,12,トウショウヘリオス,牡7,54,馬渕繁治,1:48.3,1,6.6,4,472(-8),[地] 佐藤英明
7,8,7,11,ギルガメッシュ,牡6,57,山口竜一,1:48.5,3/4,5.5,2,478(-16),[地] 角川秀樹
8,9,6,8,コスモバーン,牡6,56,斉藤正弘,1:48.8,1.1/2,24.0,6,500(-4),[地] 岡島玉一
9,10,1,1,コンテ,牡6,57,桑村真明,1:49.3,2.1/2,6.5,3,462(+1),[地] 小野望
10,11,4,5,ジュークジョイント,牡8,56,岩橋勇二,1:49.7,2,27.5,7,508(+35),[地] 成田春男
11,12,4,4,リファインドボディ,牡6,57,佐々木国,1:51.0,6,18.8,5,530(-8),[地] 恵多谷豊
12,13,3,3,カオリノーブル,セ10,57,宮崎光行,1:51.1,1/2,1.8,1,510(-4),[地] 堂山芳則
