,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ベストアルバム,牝5,55,渡辺薫彦,2:13.5,,4.1,2,490(-8),[西] 沖芳夫
1,2,1,1,トリリオンカット,牡5,57,松永幹夫,2:13.5,クビ,7.2,5,466(-2),[西] 音無秀孝
2,3,4,4,フィレンツェ,牡4,56,幸英明,2:13.7,1.1/4,6.9,4,472(-8),[西] 松元省一
3,4,3,3,ダイタクアルビン,牡5,57,石橋守,2:13.9,1.1/4,132.0,10,476(+8),[西] 福島信晴
4,5,7,8,ヒシルーシッド,牡4,56,藤田伸二,2:13.9,クビ,30.6,8,468(-4),[西] 佐山優
5,6,7,7,マイジョーカー,牡5,57,池添謙一,2:14.0,1/2,2.3,1,480(+2),[西] 池添兼雄
6,7,8,10,タニノボルガ,牡5,57,四位洋文,2:14.2,1,19.7,6,480(+8),[西] 長浜博之
7,8,5,5,ブリガドーン,牝6,55,武幸四郎,2:14.6,2.1/2,64.3,9,490(+20),[東] 小西一男
8,9,8,9,アドマイヤロッキー,牡5,57,武豊,2:14.7,3/4,6.8,3,472(0),[西] 橋田満
9,10,6,6,ユウキャラット,牝6,55,安藤勝己,2:15.9,7,23.9,7,478(0),[西] 鮫島一歩
