,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,メイショウアツヒメ,牝3,53,松岡正海,1:11.6,,14.4,7,506(+4),[西] 河内洋
1,2,2,3,ホットフレイバー,牝5,55,和田竜二,1:11.8,1.1/4,13.1,6,522(+2),[西] 佐藤正雄
2,3,4,6,ヒシアカデミー,牡3,55,藤田伸二,1:11.8,ハナ,4.8,2,510(+8),[西] 河内洋
3,4,3,4,リリーハーバー,牡5,57,池添謙一,1:12.0,1.1/4,39.4,10,488(-16),[西] 池添兼雄
4,5,6,10,アナモリ,牝4,55,川田将雅,1:12.0,クビ,3.1,1,432(-4),[西] 吉田直弘
5,6,2,2,セイクリムズン,牡3,55,幸英明,1:12.0,アタマ,7.3,4,492(-4),[西] 服部利之
6,7,8,15,マイティーストーム,牡4,57,藤岡佑介,1:12.6,3.1/2,10.8,5,534(+12),[西] 宮徹
7,8,1,1,ブラックティー,牝5,55,浜中俊,1:12.8,1.1/2,121.4,14,454(+6),[西] 柴田政見
8,9,8,14,ライコウテンユウ,牡4,57,小牧太,1:13.0,1.1/4,16.7,8,510(-8),[西] 武宏平
9,10,3,5,エーソングフォー,牝4,55,岩田康誠,1:13.0,ハナ,17.1,9,500(-2),[西] 森秀行
10,11,4,7,オメガロンド,牝5,55,福永祐一,1:13.0,ハナ,93.2,13,448(+6),[西] 大久保龍
11,12,7,13,ピサノアラシ,牡3,55,渡辺薫彦,1:13.3,1.3/4,6.8,3,468(+12),[西] 安達昭夫
12,13,5,8,セトノジェネシス,牡5,57,後藤浩輝,1:13.3,クビ,45.2,11,488(-8),[西] 西園正都
13,14,7,12,メイショウタカチホ,牡3,55,田中克典,1:13.4,クビ,157.0,15,470(-2),[西] 松永昌博
14,15,6,11,クリスティイモン,牝6,55,太宰啓介,1:14.2,5,71.7,12,490(+2),[西] 柴田光陽
