,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,14,ダイナミックエース,牡3,56,熊沢重文,1:25.4,,8.1,5,492(0),[西] 目野哲也
1,2,6,11,アネストウイッシュ,牡4,57,ヒューズ,1:25.7,1.3/4,20.9,8,492(+6),[西] 古川平
2,3,4,7,スターオブニルス,牡3,56,藤田伸二,1:25.8,3/4,5.4,2,498(-8),[東] 手塚貴久
3,4,4,8,タガノリファール,牡3,56,岩田康誠,1:25.9,1/2,22.0,10,468(-2),[西] 柴田光陽
4,5,5,9,ビッグドン,牡3,55,川島信二,1:26.3,2.1/2,26.0,11,432(+16),[西] 中尾謙太
5,6,2,3,ナニワビクトリー,牡4,54,黒岩悠,1:26.4,1/2,15.0,6,494(+18),[西] 池添兼雄
6,7,3,5,ゼンノドライバー,牡6,57,小原義之,1:26.5,クビ,3.1,1,486(-2),[西] 小原伊佐
7,8,7,13,タガノスキム,牡5,57,石橋守,1:26.5,ハナ,7.4,3,488(+4),[西] 藤岡範士
8,9,1,2,マタカッタ,牡3,56,田中学,1:26.6,クビ,21.4,9,426(0),[地] 田中道夫
9,10,3,6,フェルメールブルー,牝6,53,長谷川浩,1:26.7,1/2,7.8,4,474(+4),[西] 加藤敬二
10,11,1,1,サザンストーム,セ5,54,田中亮,1:26.7,アタマ,118.1,16,470(-6),[西] 佐山優
11,12,6,12,サフランブリザード,牡4,57,松永幹夫,1:26.7,ハナ,16.5,7,496(-2),[西] 松元茂樹
12,13,2,4,トシメロディー,牝5,55,本田優,1:26.9,1.1/4,32.3,12,508(+2),[西] 西浦勝一
13,14,5,10,シルキーファング,牡5,55,北村浩平,1:27.0,クビ,117.1,15,486(-2),[西] 藤原英昭
14,15,8,16,マイネルフォース,牡5,56,難波剛健,1:27.1,1/2,67.2,13,480(0),[西] 五十嵐忠
15,16,8,15,ケイティグリーン,牝3,54,加藤和義,1:30.3,大,113.2,14,450(-7),[地] 南昭造
