,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,16,オーヴァーライト,牡2,55,内田博幸,1:11.8,,61.7,9,484(+2),[東] 手塚貴久
1,2,3,6,ミスターメロディ,牡2,55,ルメール,1:11.9,1/2,1.3,1,482(-2),[西] 藤原英昭
2,3,7,13,シャインカメリア,牝2,54,横山和生,1:12.0,3/4,48.9,7,466(+2),[東] 小野次郎
3,4,1,2,ハーモニーライズ,牡2,55,石橋脩,1:12.4,2.1/2,53.6,8,490(-4),[東] 土田稔
4,5,3,5,デルマシャンパン,牝2,54,三浦皇成,1:12.5,クビ,82.9,10,456(+4),[東] 鹿戸雄一
5,6,7,14,カミノコ,牡2,55,荻野極,1:12.5,ハナ,32.1,5,458(0),[西] 森秀行
6,7,1,1,スーパーアキラ,牡2,55,Ｃ．デム,1:12.5,クビ,8.6,3,504(-2),[東] 矢野英一
7,8,2,4,ロータスクイーン,牝2,54,吉田隼人,1:12.8,1.3/4,205.9,11,476(-8),[東] 和田正道
8,9,8,15,コスモジョーカー,牡2,55,丹内祐次,1:12.9,3/4,283.1,13,490(+2),[東] 和田雄二
9,10,6,12,ラインギャラント,牝2,54,武藤雅,1:12.9,ハナ,222.2,12,440(+2),[東] 水野貴広
10,11,2,3,アメリカンファクト,牡2,55,田辺裕信,1:13.1,1,47.8,6,488(+2),[東] 戸田博文
11,12,4,7,キラキラオーラ,牝2,54,大庭和弥,1:13.2,1/2,458.0,16,438(-10),[東] 谷原義明
12,13,6,11,オーロリンチェ,牝2,54,大野拓弥,1:13.5,1.3/4,6.0,2,484(+2),[東] 高木登
13,14,5,9,タイキサターン,牡2,55,Ｍ．デム,1:13.8,1.3/4,12.1,4,494(+10),[西] 高野友和
14,15,5,10,シンデレラマキ,牝2,54,木幡巧也,1:14.0,1.1/4,324.2,14,434(-6),[東] 和田正道
15,16,4,8,クラウンエンジニア,牡2,55,木幡初也,1:14.3,2,371.8,15,472(-10),[東] 田島俊明
