,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,テーオーヘリオス,牡9,56,石川慎将,1:28.3,,2.6,2,524(0),[地] 渡辺博文
1,2,8,11,ドラゴンゲート,牡9,55,飛田愛斗,1:29.5,6,1.2,1,520(-4),[地] 三小田幸
2,3,2,2,エルプシャフト,牡8,56,真島正徳,1:30.5,5,165.8,7,464(-4),[地] 東眞市
3,4,5,5,ミスカゴシマ,牝4,54,山口勲,1:30.6,クビ,22.1,3,463(-2),[地] 平山宏秀
4,5,6,7,キタカラキタムスメ,牝4,53,竹吉徹,1:30.8,1.1/4,84.2,5,447(+2),[地] 川田孝好
5,6,5,6,オイカケマショウ,牡7,55,長田進仁,1:31.1,1.1/2,224.9,9,491(-1),[地] 中野博
6,7,3,3,ジャングルキッド,牝5,54,倉富隆一,1:31.1,ハナ,71.3,4,481(+7),[地] 川田孝好
7,8,6,8,キャプテンハウテン,牡7,56,川島拓,1:31.3,1,183.1,8,529(0),[地] 三小田幸
8,9,8,12,トップレベル,牝4,52,金山昇馬,1:31.5,1,160.3,6,474(+3),[地] 池田忠好
9,10,4,4,ハッピーハッピー,牝6,54,田中直人,1:31.7,1.1/4,313.7,10,483(-7),[地] 矢野久美
10,11,7,9,エイシンテキサス,牡11,54,岩永千明,1:33.1,7,449.9,12,487(-3),[地] 池田忠好
11,12,7,10,マイネルルークス,牡11,56,出水拓人,1:33.7,3,365.0,11,480(-9),[地] 中川竜馬
