,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ピッチシフター,牝4,55,大畑雅章,2:06.0,,2.0,1,433(+2),[地] 川西毅
1,2,8,10,ブルースイショウ,牡5,57,川原正一,2:06.3,1.1/2,7.7,4,488(+2),[地] 盛本信春
2,3,3,3,マルカベンチャー,牡8,57,戸部尚実,2:07.1,4,6.5,3,485(-2),[地] 瀬戸口悟
3,4,8,11,リバルドホープ,牡6,57,柿原翔,2:07.6,2.1/2,3.7,2,435(-4),[地] 藤ヶ崎一
4,5,2,2,トウショウバラード,牡5,57,吉田晃浩,2:07.7,1/2,57.0,8,479(-9),[地] 佐藤茂
5,6,4,4,ラヴィドール,牡6,57,丸野勝虎,2:07.9,1,24.5,7,476(0),[地] 宮本仁
6,7,5,5,ボンドストリート,セ6,57,安部幸夫,2:08.4,2.1/2,17.2,6,526(+5),[地] 角田輝也
7,8,7,8,エイシンナナツボシ,牡7,57,尾島徹,2:08.7,1.1/2,11.5,5,532(0),[地] 伊藤強一
8,9,6,7,ブレーヴスキー,牝6,55,今井貴大,2:09.1,2,162.2,10,436(-4),[地] 今津博之
9,10,6,6,ウインデスティニー,牡4,57,向山牧,2:09.4,1.1/2,118.5,9,441(-6),[地] 高橋俊之
10,11,1,1,ミサキティンバー,牡6,57,横井将人,2:10.3,4,369.9,11,545(-7),[地] 桜井今朝
