,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,ニシノマナムスメ,牝3,53,武豊,1:34.7,,2.0,1,442(+8),[西] 河内洋
1,2,6,8,トップオブツヨシ,牡4,57,池添謙一,1:34.7,クビ,7.6,3,464(+10),[西] 鶴留明雄
2,3,8,12,ベルジュール,牡4,57,鮫島良太,1:35.0,1.3/4,16.8,7,476(+2),[西] 松田国英
3,4,7,9,ハチマンダイボサツ,牝3,53,幸英明,1:35.0,クビ,10.6,5,506(+12),[西] 境直行
4,5,4,4,ビンチェロ,牡3,55,上村洋行,1:35.1,クビ,13.0,6,466(+16),[西] 橋口弘次
5,6,5,6,アドマイヤメガミ,牝5,55,川田将雅,1:35.3,1.1/4,83.2,10,452(+2),[西] 松田博資
6,7,6,7,ハギノルチェーレ,牝3,53,四位洋文,1:35.5,1.1/2,7.6,4,486(-4),[西] 松永幹夫
7,8,2,2,レディキルシェ,牝5,55,藤岡佑介,1:35.6,クビ,102.4,11,438(-6),[西] 作田誠二
8,9,1,1,ディープスピリット,牡3,55,安藤勝己,1:35.6,クビ,6.3,2,450(+4),[西] 五十嵐忠
9,10,3,3,ミルクトーレル,牝3,53,松田大作,1:35.7,1/2,26.3,8,490(-4),[西] 昆貢
10,11,5,5,ストンコールド,セ5,57,福永祐一,1:36.0,2,34.3,9,472(+8),[西] 安達昭夫
11,12,7,10,ヘキレキ,セ6,57,武幸四郎,1:36.5,3,124.4,12,490(-10),[西] 沖芳夫
