,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,6,ライラックビジン,牝4,53,米倉知,1:37.7,,2.1,1,461(+3),[地] 赤間亨
1,2,8,10,ゴーゴーヘイロー,牝4,53,吉原寛人,1:38.2,2.1/2,2.9,2,426(-1),[地] 金田一昌
2,3,3,3,アプローチアゲン,牡4,55,藤田弘治,1:39.4,6,17.5,7,462(+5),[地] 田嶋進一
3,4,4,4,ベルモントパンドラ,牝4,53,堀場裕充,1:39.5,クビ,6.9,3,467(+4),[地] 服部健一
4,5,5,5,クロスマシェリ,牝4,53,中川雅之,1:39.6,1/2,9.0,4,435(+1),[地] 中川一男
5,6,1,1,タカオストロング,牡4,55,前野幸一,1:39.6,アタマ,13.5,5,458(-1),[地] 野田幸雄
6,7,7,7,ヒミノライブリー,牡8,55,鬼束亮,1:39.7,1/2,74.2,9,475(+11),[地] 宗綱貢
7,8,2,2,コアレスタイガー,セ4,55,古性秀之,1:40.5,4,14.9,6,432(+3),[地] 金田一昌
8,9,8,9,オーミソフィー,牝4,53,青柳正義,1:41.3,4,74.2,9,420(-2),[地] 鈴木正也
9,10,7,8,ユメノセテハバタケ,牡5,55,沖静男,1:41.8,2.1/2,22.9,8,501(-1),[地] 金田一昌
