,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ファニーカイザー,セ3,55,坂本和也,1:31.9,,---,4,407(-5),[地] 原田寅夫
1,2,6,7,タガノシャンハイ,牡3,55,大山真吾,1:32.0,3/4,---,1,524(-5),[地] 碇清次郎
2,3,3,3,イズミハヤヒデ,牡3,55,岩田康誠,1:32.9,5,---,3,444(+9),[地] 渡辺幸生
3,4,5,6,イシノトスカーナ,牝3,53,米田幸治,1:34.1,7,---,7,396(-2),[地] 大野照男
4,5,8,11,ウィナーズレッグ,牝3,53,松浦聡志,1:34.5,2.1/2,---,6,462(-3),[地] 手嶋英治
5,6,4,4,チヨノリッチ,牝4,54,寺地誠一,1:34.7,1.1/2,---,9,439(+3),[地] 寺地隆
6,7,7,10,インペリアルバイオ,牝3,53,小谷周平,1:34.8,クビ,---,2,466(0),[地] 山本和之
7,8,5,5,オアシスホーク,牡3,55,三野孝徳,1:34.9,3/4,---,8,449(-3),[地] 上田伸夫
8,9,1,1,イズミサッカー,牝3,51,伊藤晋一,1:35.0,クビ,---,12,436(+2),[地] 花村通春
9,10,7,9,サクラビアンカ,セ4,54,奥村友基,1:35.4,2.1/2,---,10,424(+3),[地] 原田寅夫
10,11,8,12,テクノスピリット,牡3,55,松本剛志,1:35.8,2.1/2,---,10,445(+8),[地] 藪田勝也
11,12,6,8,オルトマイラー,牝4,54,小牧毅,1:37.0,7,---,5,451(-27),[地] 中野明
