,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,7,テンシノマズル,牡3,54,中村将之,2:15.0,,15.6,5,440(-2),[西] 田所秀孝
1,2,8,9,フェルヴィード,牡5,57,岩田康誠,2:15.2,1.1/2,7.1,4,484(-2),[西] 池江泰郎
2,3,3,3,ダンシングラプター,牡3,54,小牧太,2:15.3,1/2,3.2,2,528(-6),[西] 沖芳夫
3,4,7,8,マイウエイ,牡3,54,福永祐一,2:15.4,1/2,2.7,1,454(+2),[西] 中尾秀正
4,5,2,2,タガノバッチグー,牡3,52,田中健,2:15.5,クビ,58.0,8,452(+6),[西] 浅見秀一
5,6,8,10,エーシンマイトップ,牡3,51,国分恭介,2:15.5,ハナ,22.2,6,486(-4),[西] 中竹和也
6,7,1,1,スズカクリアー,牝4,52,松山弘平,2:15.7,1.1/4,81.9,9,462(+16),[西] 村山明
7,8,6,6,エナージバイオ,牡4,57,武豊,2:15.7,アタマ,4.0,3,456(-2),[西] 梅田智之
8,9,5,5,ニシノシャア,牡4,57,古川吉洋,2:15.8,3/4,29.7,7,484(0),[西] 田所秀孝
9,10,4,4,リバーミラクル,牡4,54,大下智,2:17.2,9,234.5,10,522(+4),[西] 松永昌博
