,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,タルトフリュイ,牝4,54,赤岡修次,1:34.5,,2.4,2,444(-6),[地] 工藤真司
1,2,5,5,シアーブリス,牡10,55,松木大地,1:35.0,2.1/2,22.1,7,480(-5),[地] 松木啓助
2,3,8,11,パールアッシュ,牝4,53,西川敏弘,1:35.0,アタマ,2.1,1,415(-6),[地] 大関吉明
3,4,7,9,アドマイヤリリーフ,牡9,55,塚本雄大,1:35.2,1,17.9,5,473(+2),[地] 国沢輝幸
4,5,6,6,ベーネ,牝11,53,別府真衣,1:35.2,クビ,76.1,10,434(0),[地] 大関吉明
5,6,2,2,セントボナパルト,牡6,56,郷間勇太,1:35.3,1/2,54.9,9,536(-7),[地] 田中譲二
6,7,4,4,オールラウンド,牡7,56,西森将司,1:35.5,3/4,9.3,3,482(-6),[地] 別府真司
7,8,6,7,カケジヤソデノ,牝4,53,石本純也,1:36.0,2.1/2,27.4,8,450(-2),[地] 田中伸一
8,9,7,8,ボンマルシェ,牝5,54,小谷周平,1:36.0,クビ,16.7,4,489(-1),[地] 那俄性哲
9,10,3,3,ゴールデンマックス,牡8,56,宮川実,1:36.4,2,22.0,6,461(+1),[地] 東原己俊
10,11,8,10,ブラウンネプチュー,牡7,56,大沢誠志,1:37.5,5,224.9,11,456(+3),[地] 田中譲二
