,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,セイクリムズン,牡6,57,岩田康誠,1:26.1,,1.3,1,519(+5),[西] 服部利之
1,2,7,9,ダイショウジェット,牡9,54,柴山雄一,1:26.5,2,5.8,2,561(+2),[西] 大根田裕
2,3,8,11,ラブミーチャン,牝5,52,浜口楠彦,1:26.8,1.1/2,6.2,3,515(-1),[地] 柳江仁
3,4,5,6,エーシンクールディ,牝6,52,尾島徹,1:27.1,1.1/2,55.9,7,494(-7),[地] 伊藤強一
4,5,7,10,セレスハント,牡7,55,福永祐一,1:27.1,アタマ,10.6,4,484(+8),[西] 松永幹夫
5,6,4,4,ジーエスライカー,牡5,54,吉田稔,1:27.3,1,33.5,6,492(+7),[地] 井手上慎
6,7,1,1,サマーウインド,牡7,60,藤岡佑介,1:27.8,2.1/2,15.4,5,524(+5),[西] 庄野靖志
7,8,6,8,ニシノコンサフォス,牡12,54,大畑雅章,1:28.1,1.1/2,355.4,10,532(-2),[地] 今津勝之
8,9,3,3,ナイキハイグレード,牡6,54,川島正太,1:28.3,1.1/2,130.2,8,485(-5),[地] 雑賀正光
9,10,6,7,トウショウジオン,牡6,54,吉田晃浩,1:29.1,4,341.4,9,508(-4),[地] 佐藤茂
10,11,2,2,テイエムカゲムシャ,牡8,54,東川公則,1:29.8,3,451.6,12,509(-7),[地] 渋谷信博
11,12,8,12,コロニアルペガサス,牝5,52,大原浩司,1:30.7,4,437.9,11,491(+1),[地] 南輝幸
