,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,10,スパイア,牡8,57,瀧川寿希,1:42.0,,12.8,6,542(+3),[地] 宗形竹見
1,2,5,7,メジャーリーガー,牡4,55,町田直希,1:42.4,2,61.7,10,478(-2),[地] 堀千亜樹
2,3,1,1,ファイトユアソング,牝6,55,山崎誠士,1:42.6,1,27.7,8,444(-2),[地] 佐々木仁
3,4,8,13,コマンドゥールキイ,牝6,53,笹川翼,1:42.9,1.1/2,5.1,2,470(-5),[地] 藤田輝信
4,5,2,2,ターフデザイナー,牝6,53,森泰斗,1:42.9,クビ,2.3,1,527(-1),[地] 蛯名雄太
5,6,8,12,イーサンヘイロー,牡7,56,藤本現暉,1:43.2,1.1/2,40.0,9,498(+10),[地] 的場直之
6,7,3,3,テラザインパクト,牡7,55,今野忠成,1:43.5,1.3/4,6.4,3,494(-1),[地] 荒山勝徳
7,8,6,8,ニシノゲンキマル,牡6,57,柏木健宏,1:43.5,クビ,23.4,7,506(-2),[地] 辻野豊
8,9,5,6,キタサンシンゲキ,牡6,55,本田正重,1:43.7,1.1/4,6.9,4,491(+1),[地] 辻野豊
9,10,6,9,カズノテナンゴ,牡5,57,楢崎功祐,1:43.8,1/2,122.4,11,494(+5),[地] 佐野謙二
10,11,4,4,マイネルジャスト,牡5,55,和田譲治,1:44.1,1.1/2,9.2,5,479(+5),[地] 阪本一栄
11,12,7,11,スマートファミリア,牡8,57,内田利雄,1:44.9,4,154.8,12,471(-5),[地] 上杉昌宏
12,13,4,5,アールルイス,牡9,55,伊藤裕人,1:45.1,1,186.9,13,475(+10),[地] 宇野木数
