,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,ザッツザプレンティ,牡2,55,河内洋,2:04.5,,5.2,2.0,496(-2),[西] 橋口弘次
1,2,1,1,チキリテイオー,牡2,55,熊沢重文,2:05.2,4,34.2,7.0,500(0),[西] 西橋豊治
2,3,6,11,ゲヴァルト,牡2,55,藤田伸二,2:05.2,ハナ,8.0,3.0,474(-4),[西] 安田隆行
3,4,4,6,マイネルアンドレア,牡2,55,小池隆生,2:06.0,5,75.0,8.0,498(-2),[西] 宮徹
4,5,8,14,クラフトワーク,牡2,55,勝浦正樹,2:06.0,アタマ,12.4,4.0,454(+6),[東] 後藤由之
5,6,5,8,シャンパンスノー,牡2,55,幸英明,2:06.2,1.1/4,24.4,6.0,488(-6),[西] 福永甲
6,7,7,12,ブルーイレヴン,牡2,55,武豊,2:06.5,1.3/4,1.4,1.0,506(+4),[西] 角居勝彦
7,8,4,7,コスモインペリアル,牡2,55,松永幹夫,2:06.6,クビ,19.2,5.0,494(-2),[東] 清水利章
8,9,2,3,マーブルチーフ,牡2,55,池添謙一,2:06.8,1.1/2,132.6,9.0,488(-4),[西] 田所清広
9,10,2,2,パープルクオーツ,セ2,55,石橋守,2:06.8,アタマ,343.3,13.0,440(-2),[西] 服部利之
10,11,7,13,ラガーマイラー,牡2,55,小林徹弥,2:07.4,3.1/2,352.8,14.0,454(+2),[西] 大久保正
11,12,6,10,トムミラクル,牡2,55,渡辺薫彦,2:08.6,7,159.0,10.0,468(0),[西] 西橋豊治
12,13,3,5,マイネルシュラーク,牡2,55,四位洋文,2:08.9,1.3/4,192.9,11.0,436(-6),[西] 西園正都
13,14,3,4,ウォーターワイルド,牡2,55,武幸四郎,2:09.4,3,295.2,12.0,500(0),[西] 田中耕太
14,取,8,15,メイショウポパイ,牡2,55,安田康彦,,,---,,計不,[西] 南井克巳
