,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,12,ステパノス,牡4,55,御神本訓,1:55.6,,1.8,1,508(+5),[地] 荒山勝徳
1,2,5,8,デザートボス,牡4,55,内田博幸,1:56.1,3,9.6,4,498(+3),[地] 田中康弘
2,3,4,6,クールビスティー,牡5,55,戸崎圭太,1:56.3,1,47.3,11,492(0),[地] 松浦備
3,4,8,13,ワットアデイ,牝5,53,柏木健宏,1:56.4,3/4,33.0,9,505(+1),[地] 松本勉
4,5,5,7,カゴヤセイコー,牡4,55,的場文男,1:56.4,クビ,26.8,8,496(0),[地] 藤村和生
5,6,1,1,ジルアルメイダ,牡4,55,坂井英光,1:56.5,クビ,9.9,5,461(-2),[地] 堀千亜樹
6,7,6,9,ロイヤルサフロン,牡4,55,森下博,1:56.6,3/4,47.8,12,482(+8),[地] 佐々木洋
7,8,3,3,イーグルビスティー,牡4,55,真島大輔,1:56.9,1.3/4,17.2,7,465(+5),[地] 香取和孝
8,9,8,14,コウギョウジーク,牡4,55,桑島孝春,1:57.3,2,12.3,6,473(0),[地] 宮浦正行
9,10,6,10,リワードレオン,牡6,55,的場直之,1:57.4,クビ,6.4,2,522(-2),[地] 嶋田幸晴
10,11,4,5,コスモアンファング,牡4,55,今野忠成,1:57.6,1,164.1,13,489(+2),[地] 辻野豊
11,12,2,2,グラストップガン,牡5,55,早田秀治,1:58.1,2.1/2,7.3,3,490(+6),[地] 山藤統宏
12,13,3,4,ウエスタンリピート,牝6,53,本村直樹,1:58.5,2,181.6,14,409(0),[地] 庄子連兵
13,14,7,11,マキノジョリエ,牝4,53,和田譲治,1:58.9,2.1/2,44.7,10,513(-1),[地] 柏木一夫
