,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,7,9,ワイティタッチ,牡3,56,尾崎章生,1:50.8,,1.7,1,420(-2),[地] 桜井今朝
1,2,3,3,コパノアグリグロ,セ3,56,東川公則,1:50.9,クビ,16.7,5,461(-1),[地] 柳江仁
2,3,5,5,ダブルアーチャー,牝3,54,青柳正義,1:51.3,2,41.9,9,440(-2),[地] 中川一男
3,4,2,2,ゴールデンウィーク,牡3,56,田中学,1:51.5,3/4,21.7,8,479(-7),[地] 曽和直栄
4,5,8,10,ハッシークン,牡3,56,三野孝徳,1:51.9,2,17.1,6,477(+4),[地] 西村守幸
5,6,8,11,マルハチヘラクレス,牡3,56,吉田晃浩,1:52.4,2.1/2,52.2,10,448(-5),[地] 佐藤茂
6,7,1,1,スプリングデザート,牡3,56,中川雅之,1:52.7,1.1/2,12.4,4,502(-1),[地] 鈴木正也
7,8,4,4,マツノショウマ,牡3,56,桑野等,1:52.8,1/2,4.2,2,461(0),[地] 小原典夫
8,9,6,6,ブルーアロハ,牡3,56,永森大智,1:53.7,4,6.9,3,453(+2),[地] 赤間亨
9,10,6,7,サクラフブキオー,牡3,56,平瀬城久,1:53.7,クビ,77.7,11,442(0),[地] 黒木豊
10,11,7,8,シャインパンサー,牡3,56,米倉知,1:54.2,2.1/2,19.5,7,507(-6),[地] 高橋俊之
