,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,9,レジアーネ,セ4,57,蛯名正義,2:11.3,,3.9,2,470(0),[東] 尾関知人
1,2,4,8,モントリヒト,牡3,55,北村宏司,2:11.4,1/2,3.0,1,424(+2),[東] 藤沢和雄
2,3,1,2,ユーロビート,セ3,55,田辺裕信,2:11.8,2.1/2,24.1,7,532(+12),[東] 高柳瑞樹
3,4,7,13,ドラゴンピース,牡3,55,木幡初広,2:12.1,2,5.0,3,486(-2),[東] 久保田貴
4,5,3,5,ゲルマンシチー,牡4,57,大庭和弥,2:12.1,クビ,6.1,4,472(+12),[東] 池上昌弘
5,6,5,10,ベストアンサー,牡5,57,戸崎圭太,2:12.3,1.1/4,59.1,11,458(+4),[東] 戸田博文
6,7,3,6,ウインゴーウェル,牡3,55,武士沢友,2:12.3,ハナ,73.1,12,540(+16),[東] 菊沢隆徳
7,8,8,16,リネンタキシード,牡5,57,石神深一,2:12.3,ハナ,287.0,16,522(-4),[東] 南田美知
8,9,2,3,リキサンヒーロー,牡5,57,江田照男,2:13.0,4,44.2,10,468(0),[東] 高木登
9,10,6,11,マイネルティンラン,牡4,57,柴田大知,2:13.1,1/2,160.8,14,456(+2),[東] 堀井雅広
10,11,6,12,アイアイエンデバー,牡3,55,松岡正海,2:13.2,1/2,26.1,8,450(+6),[東] 小島茂之
11,12,7,14,モネロ,牡3,55,松田大作,2:13.3,クビ,15.2,5,450(0),[東] 保田一隆
12,13,4,7,トキノユウ,牡3,55,三浦皇成,2:14.1,5,106.2,13,432(+2),[東] 柴田政人
13,14,1,1,ボンドストリート,セ4,57,中谷雄太,2:15.0,5,180.6,15,514(0),[東] 黒岩陽一
14,15,8,15,レアーレスパーダ,セ5,57,柴田善臣,2:15.5,3,34.5,9,508(-2),[東] 上原博之
15,16,2,4,ハヤブサフィーバー,牡3,55,幸英明,2:16.6,7,21.0,6,478(+6),[東] 伊藤圭三
