,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,8,アクダイカン,牡3,55,永森大智,1:25.7,,7.9,3,408(+3),[地] 大関吉明
1,2,8,11,ブルーラッド,牡9,55,宮川実,1:26.0,1.1/2,1.5,1,489(+2),[地] 目迫大輔
2,3,5,6,ミキノジュウゴヤ,牡4,55,岡村卓弥,1:26.4,2,25.9,5,451(+8),[地] 川野勇馬
3,4,3,3,キタノナガレボシ,牡4,55,吉本隆記,1:26.6,3/4,27.7,6,474(+5),[地] 別府真司
4,5,7,10,ゾネブルム,牡4,56,石本純也,1:26.6,クビ,180.7,12,493(-1),[地] 宮路洋一
5,6,4,4,サンロールス,牡3,56,山頭信義,1:26.7,クビ,29.8,7,504(-5),[地] 田中守
6,7,6,7,ビューティガッキ,牝4,54,西川敏弘,1:26.8,3/4,16.8,4,454(+1),[地] 大関吉明
7,8,8,12,リンリンクスクス,牝4,53,西森将司,1:27.0,1,72.7,9,433(-5),[地] 目迫大輔
8,9,7,9,マレンゴクイーン,牝5,51,松木大地,1:27.7,3,149.1,11,413(-1),[地] 那俄性哲
9,10,2,2,スレイプニル,牝8,54,中西達也,1:27.8,1/2,3.9,2,501(+2),[地] 炭田健二
10,11,1,1,ラビットアドゥール,牝4,51,林謙佑,1:28.3,2.1/2,38.9,8,426(-6),[地] 田中守
11,12,5,5,ロックザパーティ,牝5,52,下村瑠衣,1:28.3,アタマ,124.2,10,446(-1),[地] 那俄性哲
