,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,ソリタリーキング,牡3,56,武豊,1:53.3,,1.3,1,456(-2),[西] 石坂正
1,2,6,6,ローレルレヴァータ,セ3,54,松山弘平,1:53.5,1.1/2,48.5,6,454(0),[西] 加用正
2,3,5,5,レッドバリオス,牡3,56,岩田康誠,1:54.3,5,4.0,2,508(-2),[西] 角居勝彦
3,4,7,7,キラウエア,牡3,56,北村友一,1:54.4,3/4,32.0,5,450(0),[西] 橋口弘次
4,5,8,9,アドマイヤプレミア,牡3,56,川田将雅,1:54.6,1.1/4,128.6,10,406(+4),[西] 梅田智之
5,6,4,4,スナークスペイン,牡3,56,太宰啓介,1:54.7,3/4,75.7,7,446(0),[西] 川村禎彦
6,7,2,2,プレファシオ,牡3,56,藤岡康太,1:54.8,クビ,11.1,3,494(-4),[西] 藤岡健一
7,8,3,3,タガノジョーカー,牝3,51,国分恭介,1:55.7,5,102.1,8,442(+8),[西] 五十嵐忠
8,9,1,1,バルデッツァ,牡3,56,小牧太,1:56.4,4,20.0,4,498(+4),[西] 中竹和也
9,10,7,8,ガッツボーイ,牡3,56,藤田伸二,1:59.5,大,121.6,9,476(-2),[東] 高市圭二
