,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,6,ロイヤルパワー,牡4,57,笹川翼,1:26.8,,10.3,4,486(-9),[地] 米田英世
1,2,1,1,コスモワッチミー,牡6,57,吉原寛人,1:26.8,クビ,13.8,7,501(-2),[地] 宗形竹見
2,3,4,7,トリガー,セ4,55,山田信大,1:26.9,3/4,76.9,16,461(-4),[地] 村上頼章
3,4,6,12,マルカンパンサー,牝5,55,的場文男,1:27.0,1/2,2.2,1,486(-3),[地] 高橋三郎
4,5,7,14,ローズベビークリス,牝4,55,繁田健一,1:27.1,クビ,9.0,3,475(+5),[地] 月岡健二
5,6,2,4,サブノハゴロモ,牝4,55,柏木健宏,1:27.1,ハナ,37.1,10,469(-6),[地] 鷹見浩
6,7,3,5,レディーソルジャー,牝5,55,岡部誠,1:27.1,クビ,50.2,13,472(-2),[地] 高岩孝敏
7,8,6,11,ボーメック,牡4,57,森泰斗,1:27.3,1,10.7,5,483(+2),[地] 沢佳宏
8,9,8,15,アクレジタル,牡4,55,御神本訓,1:27.5,1,11.1,6,470(-1),[地] 的場直之
9,10,5,9,コウヨウタレイア,牝5,55,楢崎功祐,1:27.6,クビ,33.3,9,520(+8),[地] 嶋田幸晴
10,11,4,8,レディハート,牝6,55,小杉亮,1:27.7,1/2,22.6,8,503(+2),[地] 矢野義幸
11,12,5,10,エリクサー,牡5,57,中野省吾,1:28.2,2.1/2,48.1,12,474(+1),[地] 堀千亜樹
12,13,7,13,トーセンヤマト,牡4,57,張田京,1:28.4,3/4,38.0,11,507(0),[地] 山中尊徳
13,14,2,3,ロマンス,牝7,55,達城龍次,1:28.6,1,57.0,14,501(-4),[地] 納谷和玖
14,15,8,16,ヒットザトレイル,牝4,53,真島大輔,1:28.8,1.1/4,7.9,2,488(+1),[地] 荒山勝徳
15,16,1,2,コスモサリュビア,牝5,53,坂井英光,1:28.9,クビ,66.6,15,468(-12),[地] 宗形竹見
