,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,6,スーパーホーネット,牡4,56,藤岡佑介,1:33.3,,5.7,2,460(+6),[西] 矢作芳人
1,2,2,3,アンブロワーズ,牝5,54,秋山真一,1:34.0,4,10.5,4,500(+2),[西] 平田修
2,3,4,8,マイネルスケルツィ,牡4,56,鮫島良太,1:34.0,クビ,3.3,1,504(-2),[東] 稲葉隆一
3,4,8,16,インセンティブガイ,牡6,56,小牧太,1:34.1,クビ,13.1,7,470(0),[西] 角居勝彦
4,5,4,7,グレイトジャーニー,牡6,57,佐藤哲三,1:34.1,ハナ,11.4,5,470(+4),[西] 池江泰郎
5,6,6,11,マイネルフォーグ,牡3,54,藤岡康太,1:34.1,クビ,62.8,14,442(+2),[西] 宮徹
6,7,5,10,フェイトトリックス,牡6,55,石橋守,1:34.1,アタマ,20.9,9,492(0),[西] 池江泰郎
7,8,1,1,エイシンツルギザン,牡7,56,和田竜二,1:34.2,クビ,23.3,12,484(-6),[西] 藤原英昭
8,9,2,4,トウショウカレッジ,牡5,57,太宰啓介,1:34.2,クビ,8.1,3,544(-2),[西] 池添兼雄
9,10,8,18,ケイアイガード,牡6,56,幸英明,1:34.3,クビ,18.2,8,528(+18),[西] 白井寿昭
10,11,6,12,アルーリングボイス,牝4,54,村田一誠,1:34.3,クビ,21.9,10,462(+6),[西] 野村彰彦
11,12,7,15,ホッコーソレソレー,牡5,56,渡辺薫彦,1:34.4,1/2,11.6,6,468(-10),[西] 浜田光正
12,13,5,9,マヤノグレイシー,牡8,55,長谷川浩,1:34.4,クビ,23.0,11,480(+6),[西] 坂口正大
13,14,3,5,ミュージックホーク,牡6,56,中村将之,1:34.6,1.1/2,101.0,17,476(+6),[西] 中竹和也
14,15,8,17,トウショウパワーズ,牡5,56,酒井学,1:34.7,クビ,72.4,16,470(+22),[西] 鶴留明雄
15,16,1,2,ナスノストローク,牡6,56,橋本美純,1:34.8,3/4,206.6,18,512(-4),[西] 加用正
16,17,7,14,デンシャミチ,牡4,55,小坂忠士,1:34.8,アタマ,70.0,15,472(+4),[西] 田中章博
17,18,7,13,マイネルレーニア,牡3,54,内田浩一,1:35.0,1.1/4,54.8,13,514(-4),[西] 西園正都
