,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,エリオットベイ,牡7,56,赤岡修次,1:25.7,,2.3,2,525(-2),[地] 工藤真司
1,2,6,6,ロイヤルジュビリー,牝4,54,宮川実,1:26.5,4,2.1,1,442(-5),[地] 宮川浩一
2,3,2,2,エスケイアタック,牝7,54,石本純也,1:26.8,1.1/2,5.4,3,452(+4),[地] 田中譲二
3,4,1,1,シゲルヤマト,牡8,53,多田羅誠,1:27.0,1,45.2,6,454(+6),[地] 宮路洋一
4,5,8,10,タルトフリュイ,牝5,54,林謙佑,1:27.1,クビ,132.8,11,453(+5),[地] 工藤真司
5,6,7,8,シャドウシティー,牡8,56,岡村卓弥,1:27.2,3/4,23.1,5,481(+1),[地] 雑賀正光
6,7,6,7,ベニノスパークル,牝4,54,山崎雅由,1:27.5,1.1/2,20.2,4,457(-3),[地] 田中譲二
7,8,4,4,スターファンタジア,牝10,50,濱尚美,1:27.5,アタマ,68.1,9,504(+1),[地] 細川忠義
8,9,3,3,オールラウンド,牡8,56,大澤誠志,1:27.8,1.1/2,122.6,10,497(0),[地] 別府真司
9,10,5,5,ヘキサゴン,牡6,56,郷間勇太,1:27.9,1/2,58.2,8,458(+1),[地] 大関吉明
10,11,7,9,マジカルウインド,牝6,52,別府真衣,1:28.1,1,53.8,7,482(+5),[地] 別府真司
