,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,トーセンゴライアス,牡4,54,小野次郎,2:35.3,,22.0,9,566(-4),[東] 増沢末夫
1,2,5,9,デスバラード,牡5,55,勝浦正樹,2:35.5,1,13.6,6,464(-8),[東] 田村康仁
2,3,3,6,トワイライトワルツ,牝6,51,田中博康,2:35.7,1,12.8,5,486(0),[東] 高松邦男
3,4,4,8,トップモンジュー,牡4,51,津村明秀,2:35.7,クビ,68.2,14,428(0),[西] 森秀行
4,5,6,12,ホーネットアーミー,セ6,53,木幡初広,2:35.9,1.1/4,27.8,10,492(-2),[東] 矢野進
5,6,7,13,ダンシングタイガー,セ5,53,吉田隼人,2:35.9,クビ,20.6,8,480(0),[東] 加藤和宏
6,7,6,11,ナスケンウインド,牡6,53,増沢由貴,2:36.3,2.1/2,149.1,16,500(+2),[東] 鈴木康弘
7,8,8,16,バンダムカーン,牡7,52,後藤浩輝,2:36.3,アタマ,42.3,11,480(0),[東] 南田美知
8,9,2,3,ゼンノジュウシン,牡5,54,福永祐一,2:36.4,クビ,5.0,2,484(+2),[西] 大久保龍
9,9,2,4,トーセンベルボーイ,牡6,54,横山典弘,2:36.4,同着,7.4,4,486(0),[東] 栗田博憲
10,11,3,5,ソニックルーラー,牡5,54,蛯名正義,2:36.5,1/2,14.4,7,524(+4),[東] 国枝栄
11,12,1,2,リュウゴールド,牡8,52,村田一誠,2:36.5,クビ,129.3,15,512(0),[東] 武藤善則
12,13,7,14,マルブツクロス,牡5,57,大野拓弥,2:36.6,クビ,3.4,1,534(+2),[東] 杉浦宏昭
13,14,8,15,プレシャスピクセル,牡5,55,鮫島良太,2:36.8,1.1/4,5.2,3,474(-4),[西] 中竹和也
14,15,5,10,カブキメーク,牡5,55,北村宏司,2:37.1,2,63.1,13,492(+8),[東] 蛯名信広
15,16,4,7,イエス,牡8,56,柴田善臣,2:40.3,大,55.7,12,558(+18),[西] 谷潔
