,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,セノエダイナ,牡3,54,小牧太,1:29.6,,---,1,494(+2),[西] 目野哲也
1,2,1,1,ニューシーストリー,牡3,54,小牧毅,1:29.9,1.3/4,---,9,430(+5),[地] 日紫喜浩
2,3,6,6,シルクトゥギャザー,牡3,54,熊沢重文,1:30.4,3,---,3,450(-11),[西] 大久保正
3,4,6,7,ヒワノカノン,牝3,53,田中学,1:31.1,4,---,6,419(+6),[地] 中野明
4,5,5,5,バルカローラ,牝3,53,和田竜二,1:31.2,1/2,---,2,424(+8),[西] 崎山博樹
5,6,7,9,アローオフテキサス,牡3,54,松平幸秀,1:31.3,1/2,---,4,437(-2),[地] 橋本和男
6,7,7,8,アペイロン,牝3,53,岩田康誠,1:31.7,2.1/2,---,8,421(-4),[地] 曽和直栄
7,8,4,4,サンディイチトク,牝3,53,宮西晃宏,1:31.7,クビ,---,10,474(-1),[地] 岡田利一
8,9,8,10,キクノケイパブル,牡3,54,赤木高太,1:32.5,5,---,5,446(+6),[西] 南井克巳
9,10,8,11,サクレットライブ,牝3,53,木村健,1:32.6,3/4,---,7,417(-6),[地] 保利良次
10,11,2,2,ルフトバロン,セ3,54,金折知則,1:32.8,3/4,---,11,450(0),[西] 川村禎彦
