,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,タイキジャガー,牡4,55,丸山元気,1:46.2,,1.8,1,480(+4),[東] 伊藤圭三
1,2,6,9,アイソトープ,牡5,57,安藤勝己,1:46.4,1.1/2,9.7,4,496(+16),[西] 池江泰寿
2,3,7,11,ブラックルーラー,牡5,57,秋山真一,1:46.4,ハナ,13.2,5,474(+4),[西] 石坂正
3,4,6,8,ウィアーザスター,牡4,57,吉田隼人,1:46.7,2,25.2,6,458(+8),[西] 佐々木晶
4,5,8,12,シンボリプロキオン,牡7,57,大野拓弥,1:47.2,3,224.6,12,514(-6),[東] 高橋祥泰
5,6,1,1,シンメトリーアート,牡5,57,丸田恭介,1:47.3,3/4,90.5,10,484(0),[東] 石毛善彦
6,7,7,10,キングスグリーム,牡5,57,木幡初広,1:47.4,クビ,195.3,11,492(-2),[東] 本郷一彦
7,8,4,5,レッドジール,牡4,57,池添謙一,1:47.7,1.3/4,5.9,3,494(+4),[西] 角居勝彦
8,9,8,13,クレスコドリーム,牡5,57,藤岡佑介,1:47.7,クビ,90.5,9,506(+8),[西] 石坂正
9,10,3,3,ヴィーヴァギブソン,牡3,54,横山典弘,1:48.3,3.1/2,44.3,8,506(+22),[西] 武宏平
10,11,5,7,エリモアラルマ,牡4,57,四位洋文,1:48.4,3/4,4.4,2,486(-8),[西] 松永幹夫
11,12,2,2,ヤマイチリブ,牡4,57,小林徹弥,1:49.4,6,39.4,7,510(0),[西] 小島貞博
12,13,5,6,ヨシモンドノスケ,牡5,57,芹沢純一,1:49.8,2.1/2,274.3,13,476(-6),[東] 浅野洋一
