,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,コスモワイルド,牡3,55,山本政聡,1:46.3,,6.5,3,451(-2),[地] 河津裕昭
1,2,5,6,ロッソコルサ,牡3,55,小林俊彦,1:46.4,1/2,1.9,1,437(-8),[地] 千葉幸喜
2,3,5,5,ハテンコウ,牡3,55,坂井英光,1:46.5,1/2,10.7,5,483(+2),[地] 佐野謙二
3,4,8,11,ワタリドラゴン,牡3,55,村上忍,1:47.2,4,3.4,2,480(+2),[地] 村上実
4,5,7,10,トーホクガッティー,牡3,55,高松亮,1:47.3,1/2,113.4,11,418(-11),[地] 佐藤雅彦
5,6,4,4,ライトマッスル,牡3,55,斉藤雄一,1:47.7,2.1/2,30.8,6,440(+2),[地] 熊谷昇
6,7,7,9,トーホクアロー,牡3,55,山本聡哉,1:48.2,3,44.9,8,436(0),[地] 桜田浩三
7,8,2,2,モエレアツヒメ,牝3,53,菅原辰徳,1:48.3,1/2,58.3,10,421(-6),[地] 瀬戸幸一
8,9,6,7,アウヤンテプイ,牡3,55,尾島徹,1:48.3,クビ,8.5,4,457(-5),[地] 柴田高志
9,10,6,8,タッチデュール,牝3,53,大原浩司,1:50.4,大,165.8,12,430(-15),[地] 笹野博司
10,11,8,12,ヒーローコマンダー,牡3,55,阿部英俊,1:51.7,8,45.9,9,492(-11),[地] 酒井仁
11,12,1,1,サブリナラッシュ,牝3,53,菅原俊吏,1:52.2,3,36.0,7,426(+6),[地] 板垣吉則
