,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,1,1,ドリームトレジャー,牡3,54,吉田豊,1:51.6,,6.5,3,456(+6),[東] 阿部新生
1,2,7,8,フラワータキシード,牡4,57,村田一誠,1:51.6,クビ,7.7,4,472(+2),[東] 本間忍
2,3,6,6,アブソリュート,牡4,57,田中勝春,1:51.7,クビ,2.7,1,474(+12),[東] 宗像義忠
3,4,2,2,マイネルエルマス,牡3,54,田中博康,1:52.9,7,8.3,5,502(-4),[東] 上原博之
4,5,3,3,シンボリローレンス,牡3,54,柴田善臣,1:53.3,2.1/2,35.5,9,460(-4),[東] 宗像義忠
5,6,4,4,サウスグローリー,牡7,57,宮崎北斗,1:53.3,クビ,85.4,11,456(-8),[東] 武藤善則
6,7,7,9,モエレカトリーナ,牝3,52,松岡正海,1:53.5,1.1/2,11.7,6,442(-2),[東] 畠山重則
7,8,8,11,タカラボス,牡4,57,大庭和弥,1:53.6,3/4,29.5,8,416(+2),[東] 高橋義博
8,9,8,10,カレンナサクラ,牝4,55,江田照男,1:54.2,3.1/2,4.2,2,450(-8),[東] 保田一隆
9,10,5,5,ロードキャニオン,セ4,57,二本柳壮,1:54.2,クビ,16.0,7,440(-6),[東] 後藤由之
10,11,6,7,エルブランコ,牝5,55,中舘英二,1:55.0,5,45.0,10,454(+4),[東] 松永康利
