,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,セイソ,牝5,54,赤岡修次,1:48.5,,5.7,3,427(+1),[地] 田中守
1,2,6,7,アウラマイスター,牡5,56,西川敏弘,1:48.7,1,3.7,2,517(-3),[地] 松木啓助
2,3,7,8,ピークトラム,牡8,56,林謙佑,1:48.8,1/2,6.0,4,492(-3),[地] 田中守
3,4,3,3,メイショウランマル,牡4,56,永森大智,1:49.0,1,1.8,1,465(+8),[地] 松木啓助
4,5,6,6,シャヒーン,牡5,56,郷間勇太,1:49.4,2,48.9,6,502(0),[地] 国澤輝幸
5,6,1,1,トーセンスパンキー,牡7,56,宮川実,1:49.8,2,23.6,5,500(+2),[地] 打越勇児
6,7,2,2,ジャストフォーユー,セ7,56,岡村卓弥,1:50.4,3,66.9,7,470(-1),[地] 川野勇馬
7,8,8,11,エリオットベイ,牡7,53,多田羅誠,1:50.7,1.1/2,67.3,8,522(-3),[地] 工藤真司
8,9,8,10,パスファインダー,牡8,56,西森将司,1:51.0,1.1/2,138.8,10,488(-2),[地] 東原己俊
9,10,7,9,アサクサレーサー,牡8,56,大澤誠志,1:51.1,1/2,210.6,11,489(-4),[地] 別府真司
10,11,4,4,ルーヴルヴォイス,牝7,52,別府真衣,1:51.6,2.1/2,88.1,9,465(-1),[地] 宮路洋一
