,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,10,ブルーホーク,牡4,55,坂井英光,1:53.3,,2.3,1,543(+6),[地] 月岡健二
1,2,5,9,ジルグリッター,牡3,56,張田京,1:54.0,4,9.4,5,480(+5),[地] 岡林光浩
2,3,4,8,ロイヤルマコトクン,牡3,55,御神本訓,1:54.4,2.1/2,5.5,3,540(+5),[地] 辻野豊
3,4,1,1,ギャンブルオンミー,牡3,56,戸崎圭太,1:54.5,1/2,6.6,4,493(+7),[地] 佐藤賢二
4,5,6,12,ショーターザトッシ,牡6,58,町田直希,1:55.2,3.1/2,74.7,10,443(+1),[地] 月岡健二
5,6,7,13,レッドドラゴン,牡4,58,山崎誠士,1:55.2,クビ,59.5,9,476(+2),[地] 堀千亜樹
6,7,2,3,ベルモントストーム,牡7,58,石崎駿,1:55.2,ハナ,110.4,12,487(+15),[地] 出川克己
7,8,3,6,クールアイバー,牡10,57,森下博,1:55.4,1,113.4,13,472(-3),[地] 高柳恒男
8,9,1,2,トーセンベルボーイ,牡6,55,真島大輔,1:55.4,アタマ,24.6,6,489(+9),[地] 小久保智
9,10,6,11,リンカーンスター,牡8,55,酒井忍,1:55.7,1.1/2,167.8,14,515(+5),[地] 久保田信
10,11,8,15,ゴッドセンド,牡6,57,早田秀治,1:55.9,1.1/4,188.5,16,496(+7),[地] 高岩隆
11,12,4,7,コーワキング,牡6,55,的場文男,1:56.2,1.1/2,57.9,8,533(0),[地] 蛯名末五
12,13,2,4,エスプリベン,牡4,58,今野忠成,1:56.6,2.1/2,26.6,7,511(+3),[地] 久保秀男
13,14,8,16,シーサーハーン,牡8,55,山田信大,1:56.9,1.1/2,180.3,15,487(+8),[地] 松浦備
14,15,3,5,フサイチギガダイヤ,牡5,55,川島正太,1:58.0,5,3.4,2,486(-4),[地] 川島正行
15,16,7,14,ホクトアサティス,牡7,55,繁田健一,2:00.2,大,103.0,11,502(-3),[地] 栗田泰昌
