,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,9,メイショウキオウ,牡7,55.0,秋山真一,2:09.1,,5.8,3,512(0),[西] 福島勝
1,2,7,11,イサオヒート,牡6,55.0,柴田善臣,2:09.3,1.1/2,4.5,1,498(-2),[東] 河野通文
2,3,4,5,ビッグウルフ,牡4,57.0,蛯名正義,2:09.4,クビ,7.3,4,438(+10),[西] 中尾正
3,4,3,4,パラダイスシチー,牡5,54.0,横山典弘,2:09.5,1/2,4.9,2,472(0),[東] 平井雄二
4,5,5,8,スナークレイアース,牡9,57.5,小野次郎,2:09.5,クビ,60.9,11,514(-2),[西] 川村禎彦
5,6,6,10,レマーズガール,牝4,54.0,武豊,2:09.7,1.1/4,11.2,7,470(+1),[西] 湯浅三郎
6,7,5,7,ロングパーフェクト,牡6,53.0,勝浦正樹,2:09.9,1.1/4,21.1,9,446(-2),[西] 加用正
7,8,8,13,ペルフェット,牡4,53.0,オリヴァ,2:10.4,3,7.3,5,518(+2),[西] 角居勝彦
8,9,3,3,ウララハクテン,牡6,52.0,後藤浩輝,2:10.6,1,14.2,8,474(-6),[西] 池添兼雄
9,10,2,2,タニノエタニティ,牡6,54.0,岡部幸雄,2:10.9,2,8.1,6,488(0),[西] 松田国英
10,11,1,1,ブイロッキー,牡4,54.0,小池隆生,2:11.0,1/2,52.7,10,480(-2),[西] 安達昭夫
11,12,7,12,ビコーアファイア,牡6,52.0,田中勝春,2:11.3,1.3/4,115.4,13,462(0),[東] 萩原清
12,13,4,6,ジーナフォンテン,牝6,54.0,吉田豊,2:12.4,7,76.2,12,496(+2),[東] 戸田博文
13,14,8,14,アンクルスーパー,牡7,54.0,熊沢重文,2:12.5,クビ,127.0,14,510(0),[西] 田島良保
