,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,フルデプスリーダー,牡5,55.0,横山武史,1:44.0,,16.1,6,490(-4),[東] 斎藤誠
1,2,7,11,ウェルドーン,牝4,53.0,武豊,1:44.0,ハナ,21.0,7,518(+18),[西] 角田晃一
2,3,5,8,ロードエクレール,牡4,55.0,斎藤新,1:44.1,1,6.1,3,474(-8),[東] 斎藤誠
3,4,7,12,オメガレインボー,牡6,56.5,横山和生,1:44.3,1.1/4,3.3,1,464(-2),[西] 安田翔伍
4,5,6,9,プリティーチャンス,牝5,53.0,吉田隼人,1:44.4,クビ,7.3,5,464(-2),[西] 野中賢二
5,6,5,7,ダンツキャッスル,牡6,56.0,菱田裕二,1:44.4,アタマ,26.7,8,476(-10),[西] 谷潔
6,7,4,6,ロッシュローブ,牡5,55.0,浜中俊,1:44.6,1.1/2,5.2,2,504(0),[西] 田中克典
7,8,6,10,ブラックアーメット,牡4,55.0,藤岡佑介,1:44.8,1,6.2,4,510(+2),[西] 角田晃一
8,9,3,4,ヴィーダ,セ7,54.0,勝浦正樹,1:44.8,クビ,118.3,13,444(-6),[東] 鈴木慎太
9,10,1,1,ペプチドバンブー,牡7,55.0,松田大作,1:44.9,クビ,123.0,14,492(-6),[西] 武英智
10,11,4,5,バティスティーニ,牡9,57.0,鮫島克駿,1:44.9,クビ,27.4,10,498(-2),[西] 池添学
11,12,8,14,スマッシャー,牡4,55.0,岩田康誠,1:45.1,1,27.4,9,482(+2),[西] 吉岡辰弥
12,13,8,13,ディサーニング,セ7,55.0,池添謙一,1:45.2,3/4,27.5,11,506(+4),[東] 加藤征弘
13,14,3,3,リアンヴェリテ,牡8,57.5,国分恭介,1:46.7,9,28.7,12,482(-8),[西] 中竹和也
