,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,5,デルマキングオー,牡9,57,桜井拓章,1:47.9,,---,6,524(+16),[地] 林正夫
1,2,6,6,プラチナウィンク,牝7,54,五十嵐冬,1:48.1,3/4,---,7,470(-2),[地] 松本隆宏
2,3,4,4,キタサンモガンボ,牡9,56,星野純一,1:48.3,1,---,8,510(-8),[地] 楠克美
3,4,7,9,チェイスチェイス,牡9,58,川島洋人,1:48.7,2,---,1,536(-4),[地] 鈴木英二
4,5,8,10,タイクラッシャー,牡7,56,井上俊彦,1:49.3,3,---,4,492(+2),[地] 林正夫
5,6,1,1,ノーザンウェー,牡9,57,岩橋勇二,1:49.5,3/4,---,9,460(-4),[地] 成田春男
6,7,2,2,サヴァイヴァコール,牡8,55,国信満,1:49.5,クビ,---,11,514(-2),[地] 堂山芳則
7,8,8,11,グランドシンザン,セ9,57,佐々木明,1:49.9,2,---,3,470(-16),[地] 若松平
8,9,7,8,スプリングブルック,牡9,56,坂下秀樹,1:50.1,3/4,---,10,462(-4),[地] 原孝明
9,10,3,3,トウカイダンディー,セ7,57,宮崎光行,1:52.4,大,---,5,482(-8),[地] 田中正二
10,中,6,7,クラキングオー,牡6,57,堂山直樹,,,---,2,518(+4),[地] 堂山芳則
