,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,4,ビエンナーレ,牝4,52,武士沢友,2:27.1,,14.6,7,408(+4),[東] 河野通文
1,2,6,7,マイネルグラナーテ,牡3,53,北村宏司,2:27.3,1.1/2,8.3,5,482(+4),[東] 伊藤伸一
2,3,6,6,コスモグルミット,牡3,54,吉田隼人,2:27.3,クビ,3.4,1,502(+2),[西] 中村均
3,4,7,9,ラムタラプリンス,牡6,54,藤岡佑介,2:27.4,クビ,13.5,6,436(-2),[東] 久保田貴
4,5,2,2,サンデーコバン,牡5,55,吉田豊,2:27.6,1.1/2,5.5,3,492(+4),[東] 小島茂之
5,6,8,11,レーザーズエッジ,牡5,56,小野次郎,2:27.7,1/2,3.9,2,484(-6),[東] 石毛善彦
6,7,3,3,トゥーエニワン,牡7,51,小林淳一,2:27.9,1.1/4,99.4,11,470(+2),[東] 高橋祥泰
7,8,5,5,アミュレット,牝6,52,田中勝春,2:28.2,2,21.6,8,426(0),[東] 菊川正達
8,9,1,1,ダイワグラム,牡4,56,蛯名正義,2:28.3,クビ,6.4,4,466(+2),[東] 松山康久
9,10,7,8,リバイバルシチー,牡3,53,松田大作,2:28.6,2,60.9,10,476(-6),[東] 加賀武見
10,11,8,10,スターシップ,牡3,52,勝浦正樹,2:29.6,6,29.2,9,456(-2),[東] 鈴木伸尋
