,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,2,2,ラヴェリータ,牝3,54,岩田康誠,1:39.7,,1.4,1.0,506(+3),[西] 松元茂樹
1,2,4,4,クィーンオブキネマ,牝5,55,内田博幸,1:39.9,3/4,11.6,4.0,493(-9),[西] 領家政蔵
2,3,7,11,メイショウバトラー,牝9,56,武豊,1:40.8,4,4.2,2.0,510(+3),[西] 高橋成忠
3,4,5,7,ベルモントプロテア,牝5,55,石崎駿,1:40.8,クビ,34.6,5.0,498(-2),[地] 出川克己
4,5,7,10,アンペア,牝3,52,的場文男,1:41.0,3/4,56.0,7.0,496(+9),[地] 池田孝
5,6,1,1,ヤマトマリオン,牝6,57,幸英明,1:41.6,3,5.2,3.0,476(-3),[西] 安達昭夫
6,7,6,8,シスターエレキング,牝4,55,桑島孝春,1:41.9,1.1/2,35.2,6.0,437(-1),[地] 出川龍一
7,8,3,3,ミスジョーカー,牝6,55,本橋孝太,1:42.1,1.1/2,232.9,8.0,460(-6),[地] 矢野義幸
8,9,8,12,マイネプレリュード,牝7,55,藤江渉,1:43.6,7,526.1,12.0,計不,[地] 稲垣純緒
9,10,4,5,ダンシングパール,牝5,55,倉兼育康,1:43.8,3/4,378.0,10.0,490(-14),[地] 別府真司
10,11,5,6,オグリオトメ,牝4,55,佐藤友則,1:44.4,3,434.5,11.0,413(+1),[地] 山中輝久
11,12,6,9,ヴィクトリーパール,牝3,52,佐藤博紀,1:45.0,3,273.8,9.0,413(-3),[地] 田島寿一
12,取,8,13,トキノミスオース,牝5,55,坂井英光,,,---,,計不,[地] 長谷川三
