,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,10,カキツバタロイヤル,牡4,56,本多正賢,1:41.4,,1.6,1,428(0),[地] 函館一昭
1,2,7,7,キープザチェンジ,牝6,52,水野貴史,1:41.8,2,17.3,6,471(-4),[地] 山本学
2,3,7,8,メインバンク,牡7,56,戸崎圭太,1:42.8,5,3.7,2,472(-8),[地] 高月賢一
3,4,5,5,タカヒロチャーム,牝4,54,真島大輔,1:42.9,クビ,7.2,3,478(0),[地] 椎名広明
4,5,4,4,クリムゾンクエスト,牝5,51,沢田龍哉,1:42.9,クビ,9.3,4,442(-2),[地] 岡林光浩
5,6,1,1,アイウィルウイン,牡7,54,酒井忍,1:43.3,2,29.3,7,431(-2),[地] 武井栄一
6,7,2,2,フサイチカムーン,牡6,56,和田譲治,1:43.9,3,10.4,5,504(-4),[地] 冨田藤男
7,8,8,9,ナムラクック,牡7,54,岡田大,1:44.3,2,181.6,9,490(0),[地] 冨田藤男
8,9,6,6,ビッグポパイ,牡7,54,石崎駿,1:45.0,4,184.2,10,482(-3),[地] 岩本洋
9,10,3,3,ブラッシュボール,牡7,54,見沢譲治,1:46.0,5,107.8,8,475(+1),[地] 海馬沢司
