,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,マイエンブレム,牡3,55,川原正一,1:51.4,,1.4,1,502(-10),[地] 曽和直栄
1,2,7,10,オーゴンオージ,牡3,55,吉村智洋,1:52.3,5,17.9,5,463(+8),[地] 大石省三
2,3,6,8,ミラクルライアー,牝3,53,北野真弘,1:52.4,3/4,63.1,10,426(-6),[地] 野田学
3,4,7,9,マイアイビギニング,牡3,55,永島太郎,1:52.5,クビ,63.1,10,492(+2),[地] 住吉朝男
4,5,1,1,サワノパトラ,牝4,54,松本剛志,1:52.8,2,52.0,9,426(+1),[地] 花村通春
5,6,6,7,スーパーパワー,牡3,55,保利良平,1:52.8,ハナ,6.3,2,517(-6),[地] 荒山義則
6,7,5,6,オンワードカイザー,牡5,56,高馬元紘,1:53.0,3/4,30.0,6,487(+4),[地] 碇清次郎
7,8,5,5,ファルクラム,牡3,55,木村健,1:53.0,ハナ,6.9,3,486(0),[地] 森沢友貴
8,9,3,3,フィールドジェニー,牡4,56,下原理,1:53.2,1,39.3,8,502(+4),[地] 栗林徹治
9,10,4,4,コウエイフウリンカ,牡6,55,小谷周平,1:53.5,1.3/4,160.5,12,453(-1),[地] 稻田彰宏
10,11,2,2,マイボーイ,牡5,56,大山真吾,1:54.3,5,11.6,4,478(-2),[地] 保利良次
11,12,8,12,センターセレブル,牡6,55,板野央,1:54.5,1.1/2,35.4,7,469(-1),[地] 三宅直之
