,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,8,11,サウスディアマンテ,牡4,56,妹尾浩一,1:33.5,,1.9,1,446(+3),[地] 工藤真司
1,2,6,6,カレンヴィットリア,牡7,56,佐原秀泰,1:33.7,1,2.5,2,489(-2),[地] 宮路洋一
2,3,6,7,セルリアンアピチェ,牡4,56,倉兼育康,1:34.2,2.1/2,6.7,3,484(-2),[地] 松木啓助
3,4,1,1,ピアス,牝4,53,松木大地,1:34.8,3,69.8,7,465(0),[地] 西山裕貴
4,5,8,10,キャラック,牡6,55,塚本雄大,1:34.9,1/2,16.2,5,494(0),[地] 東原己俊
5,6,3,3,レイシ,牝5,54,西森将司,1:35.1,1,80.6,8,487(-4),[地] 大関吉明
6,7,2,2,バルダッキーノ,セ4,56,郷間勇太,1:35.1,クビ,12.2,4,450(-3),[地] 田中譲二
7,8,4,4,オールラウンド,牡7,55,木村直輝,1:35.5,2,224.6,11,485(+4),[地] 別府真司
8,9,7,9,クイックスパイダー,牡8,56,上田将司,1:35.6,1/2,60.4,6,509(+1),[地] 胡本友晴
9,10,7,8,スティルフル,牝5,53,別府真衣,1:35.8,3/4,98.2,9,448(-2),[地] 細川忠義
10,11,5,5,ウインサーガ,セ9,56,大沢誠志,1:35.8,アタマ,165.5,10,504(0),[地] 細川忠義
