,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,4,5,スナークレイアース,牡6,57,小野次郎,1:44.7,,3.6,1,512(+12),[西] 川村禎彦
1,2,6,8,アルファーリバー,牡6,57,田中勝春,1:45.2,3,8.0,5,492(0),[東] 田中清隆
2,3,7,10,サンフェザント,牡6,57,村本善之,1:45.4,1,8.8,6,470(+6),[西] 高橋成忠
3,4,1,1,リージェントブラフ,牡5,57,吉田豊,1:45.5,1/2,5.0,2,514(-12),[東] 大久保洋
4,5,3,3,ワールドウッド,牝6,55,坂井千明,1:45.7,1.1/4,44.6,12,454(0),[東] 田村駿仁
5,6,5,7,タニノミュージック,牡6,57,土肥幸広,1:45.7,ハナ,30.6,10,452(+4),[西] 大根田裕
6,7,2,2,サクラシーキング,牡7,56,中舘英二,1:45.7,クビ,5.5,3,458(+2),[東] 境征勝
7,8,8,12,フリーデン,牝8,54,柴田大知,1:46.5,5,78.7,13,474(0),[東] 小島太
8,9,8,13,ヘッドライン,牡8,56,村田一誠,1:46.9,2.1/2,27.3,8,550(-12),[東] 小林常泰
9,10,4,4,ロードマグナム,セ6,57,大西直宏,1:47.0,クビ,7.4,4,488(-4),[東] 土田稔
10,11,7,11,マイチャネル,牡7,56,天間昭一,1:47.0,クビ,28.2,9,446(-6),[西] 中竹和也
11,12,6,9,リワードタイタン,牡9,56,後藤浩輝,1:47.9,5,15.6,7,468(-6),[東] 藤原辰雄
12,13,5,6,リングザベル,セ7,56,小林淳一,1:48.1,1,38.6,11,452(-4),[東] 清水利章
