,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,ナイキアディライト,牡4,56,石崎隆之,1:39.7,,---,4,464(-5),[地] 出川龍一
1,2,4,4,トーシンブリザード,牡6,56,的場文男,1:40.0,1.1/2,---,6,505(+14),[地] 佐藤賢二
2,3,8,10,ノボトゥルー,牡8,56,横山典弘,1:40.1,クビ,---,2,460(-10),[西] 森秀行
3,4,7,9,マルカセンリョウ,牡6,56,吉田稔,1:40.1,アタマ,---,3,535(-9),[地] 瀬戸口悟
4,5,2,2,スターキングマン,牡5,56,武豊,1:40.2,3/4,---,1,473(-5),[西] 森秀行
5,6,5,5,レマーズガール,牝4,54,内田博幸,1:40.4,3/4,---,7,469(-3),[西] 湯浅三郎
6,7,8,11,トミケンマイルズ,牡4,56,張田京,1:40.6,1,---,5,514(+6),[地] 岡林光浩
7,8,7,8,ノボジャック,牡7,56,安藤勝己,1:41.6,5,---,8,484(-2),[西] 森秀行
8,9,3,3,ユウキュウ,牡5,56,安藤光彰,1:41.6,アタマ,---,9,503(+2),[地] 角田輝也
9,10,6,6,ナイキアフリート,牡8,56,鈴木啓之,1:42.5,4,---,10,447(+9),[地] 高橋三郎
10,取,1,1,モーニングティー,牡6,56,水野貴史,,,---,0,計不,[地] 川嶋弘吉
