,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,3,3,コパノフィーリング,牝5,55,森泰斗,0:53.4,,3.9,3,462(+5),[地] 新井清重
1,2,2,2,コウギョウブライト,セ7,53,池谷匠翔,0:53.5,1/2,17.0,5,453(+3),[地] 林隆之
2,3,4,4,キモンルビー,牝5,55,御神本訓,0:53.5,ハナ,3.3,2,482(+5),[地] 川島正一
3,4,7,8,ダンディーヴォーグ,牡5,55,中越琉世,0:53.6,1/2,152.6,9,488(-1),[地] 内田勝義
4,5,6,7,ファントムバレット,牡7,53,矢野貴之,0:54.0,2,2.5,1,507(+2),[地] 伊藤滋規
5,6,1,1,プリモジョーカー,牝5,51,町田直希,0:54.2,3/4,25.4,6,489(+7),[地] 内田勝義
6,7,7,9,ナガタブラック,牡6,55,伊藤裕人,0:54.4,1,218.4,10,537(-1),[地] 岩本洋
7,8,8,11,マッドシェリー,牝4,51,神尾香澄,0:54.6,1,40.9,7,453(+2),[地] 山田質
8,9,8,10,ジョーロノ,牡4,55,保園翔也,0:54.7,1/2,45.6,8,495(+9),[地] 小久保智
9,10,5,5,ヒロブレイブ,牡9,57,増田充宏,0:55.2,2.1/2,233.3,11,487(+4),[地] 加藤誠一
10,11,6,6,エンテレケイア,牡4,55,左海誠二,0:55.5,1.1/2,6.9,4,513(+1),[地] 小久保智
