,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,6,7,サダムサンサン,牡2,52,江川伸幸,1:19.4,,---,1,503(0),[地] 太田勝雄
1,2,2,2,ミツアキタービン,牡2,51,庄司大輔,1:19.5,1/2,---,3,522(0),[地] 海方栄二
2,3,5,5,ヒヨリジュディ,牝2,53,関本淳,1:22.5,大,---,4,417(0),[地] 須藤信之
3,4,6,6,マグマサイン,牡2,54,関本秀幸,1:22.7,1,---,5,483(0),[地] 米沢博
4,5,1,1,ノブナガノヨウニ,牡2,54,前野幸一,1:22.9,1,---,2,465(0),[地] 太田勝雄
5,6,7,8,オーミレイナ,牝2,53,鈴木義久,1:24.7,9,---,7,413(0),[地] 鈴木長一
6,7,8,11,ロイヤルプリンス,牡2,54,三浦誠,1:25.3,3,---,6,475(0),[地] 鈴木長次
7,8,8,10,ユメキタリ,牡2,54,小国博行,1:26.5,6,---,9,445(0),[地] 鈴木長一
8,9,7,9,イニシャチブ,牝2,53,秋元耕成,1:26.5,ハナ,---,11,412(0),[地] 柳沼幸男
9,10,4,4,ノースブレット,牝2,53,須田英之,1:26.5,ハナ,---,8,421(0),[地] 冨士木秀
10,11,3,3,アイコマビジン,牝2,53,渡辺一道,1:27.1,3,---,9,445(0),[地] 秋葉清一
