,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師
0,1,5,6,ケイアイサンダー,セ10,56,佐原秀泰,1:31.8,,8.0,4,482(-9),[地] 宮路洋一
1,2,5,5,サマーパレス,牝7,54,山崎良,1:32.1,1.1/2,40.8,7,534(-3),[地] 胡本友晴
2,3,2,2,サクラマニフィーク,牡7,56,永森大智,1:32.3,3/4,7.2,3,538(-1),[地] 打越勇児
3,4,4,4,スターファンタジア,牝6,54,宮川実,1:32.8,2.1/2,1.4,1,500(-10),[地] 細川忠義
4,5,3,3,ポートサイドカフェ,牡4,56,西山裕貴,1:33.0,1,161.2,11,470(-3),[地] 松木啓助
5,6,6,8,ブルーラッド,牡9,56,西川敏弘,1:33.3,1.1/2,5.9,2,477(-2),[地] 目迫大輔
6,7,1,1,ハクサンゴッド,牡6,56,上田将司,1:33.6,1.1/2,39.7,6,483(+2),[地] 田中譲二
7,8,8,12,エンジェルヴォイス,牝5,54,石本純也,1:33.6,クビ,151.3,10,485(-3),[地] 平和人
8,9,6,7,アドマイヤキンボシ,牡5,55,下村瑠衣,1:33.7,1/2,73.4,8,519(+2),[地] 那俄性哲
9,10,7,10,クレバーアストレア,牝6,54,吉本隆記,1:34.8,5,224.7,12,425(+4),[地] 国沢輝幸
10,11,8,11,フリークウェーブ,セ4,56,倉兼育康,1:34.9,クビ,21.1,5,442(-1),[地] 別府真司
11,12,7,9,キセキノナルシスト,牡5,56,西森将司,1:36.1,6,111.5,9,485(-2),[地] 別府真司
